,Drug_ID1,Drug_ID2,Weight
584874,DB00455,DB00475,0.5563977743193486
584892,DB00455,DB00268,0.5257387109457426
584906,DB00455,DB00590,0.6910118653094733
584923,DB00455,DB01235,0.5273762516418126
584938,DB00455,DB06716,0.5142891499330889
584969,DB00455,DB00490,0.5079961367725964
584976,DB00455,DB00876,0.5021532327718273
585010,DB00455,DB01069,0.5122626295115363
585041,DB00455,DB01589,0.550558163516047
585044,DB00455,DB00457,0.6738928645949205
585067,DB00455,DB00292,0.5402785045789348
585073,DB00455,DB01267,0.5061218614761006
585099,DB00455,DB00604,0.7087716054640293
585102,DB00455,DB01146,0.5484635455749017
585157,DB00455,DB01184,0.5263800761799171
585160,DB00455,DB00176,0.5971383425124576
585186,DB00455,DB09421,0.5406377148007143
585199,DB00455,DB08883,0.5202785435943662
585220,DB00455,DB01149,0.6338013868239253
585229,DB00455,DB01233,0.5200273274172732
585235,DB00455,DB09225,0.5049620374762275
585246,DB00455,DB01353,0.5081199450455404
585287,DB00455,DB06217,0.5064290299374402
585288,DB00455,DB00568,0.5700084118649961
585308,DB00455,DB00420,0.5318157867076998
585309,DB00455,DB01239,0.5288874679641701
585316,DB00455,DB01182,0.5171444842035856
585321,DB00455,DB01558,0.5461401753558563
585343,DB00455,DB00454,0.5223671215044586
585346,DB00455,DB00245,0.5389759508994927
585352,DB00455,DB00831,0.507695254921411
585360,DB00455,DB01621,0.5203449929561763
585369,DB00455,DB00354,0.5017327307265659
585370,DB00455,DB00363,0.5548208851012449
585375,DB00455,DB00231,0.5605021587179864
585378,DB00455,DB12278,0.5221669572417753
585398,DB00455,DB01224,0.5214329594573731
585404,DB00455,DB09128,0.5036753890710999
585407,DB00455,DB01118,0.5094332959222355
585411,DB00455,DB00740,0.5291561030437396
585417,DB00455,DB00346,0.6880371964515647
585418,DB00455,DB00204,0.5522121841622827
585467,DB00455,DB01142,0.5883674582635745
585469,DB00455,DB00371,0.5299800312749571
585475,DB00455,DB00404,0.5644844636287453
585524,DB00455,DB00829,0.5692823478527552
585528,DB00455,DB06212,0.5033975913664844
585535,DB00455,DB00589,0.5051882896991619
585550,DB00455,DB00366,0.5130089683146181
585573,DB00455,DB00433,0.530922004487378
585578,DB00455,DB01211,0.5761664402124955
585618,DB00455,DB00408,0.5330661009994159
585657,DB00455,DB00679,0.6532876230736676
585665,DB00455,DB00370,0.5153758944217467
585692,DB00455,DB00342,0.7018109609373931
585736,DB00455,DB01195,0.527808003902221
585756,DB00455,DB06144,0.64523184392563
585764,DB00455,DB01162,0.6959781849665463
585787,DB00455,DB00349,0.5577379302647677
585799,DB00455,DB00962,0.5262865706905874
585815,DB00455,DB00455,1.0
585816,DB00455,DB01215,0.5520074274172675
585822,DB00455,DB04908,0.5360467087607325
585849,DB00455,DB01238,0.5131702150196026
585851,DB00455,DB00508,0.5097105166951091
585853,DB00455,DB01297,0.5040304781869028
585858,DB00455,DB01403,0.5408493403466904
585865,DB00455,DB00897,0.5709471400932004
585870,DB00455,DB11823,0.5080657623106677
585876,DB00455,DB11090,0.619029089175012
585884,DB00455,DB01623,0.5255214475514497
587797,DB00457,DB00690,0.5375094950531452
587806,DB00457,DB00875,0.562846407899965
587809,DB00457,DB06230,0.5361513079414695
587814,DB00457,DB00714,0.5864571562425179
587816,DB00457,DB00647,0.5406872999028173
587824,DB00457,DB00683,0.524898947802155
587831,DB00457,DB00217,0.5533510503836789
587838,DB00457,DB01588,0.5351018911524925
587840,DB00457,DB00496,0.5370230375701571
587848,DB00457,DB01452,0.5492533811006289
587850,DB00457,DB01192,0.517239749743336
587870,DB00457,DB00933,0.513766820840845
587875,DB00457,DB00598,0.582904299537481
587882,DB00457,DB09082,0.5056712892299027
587890,DB00457,DB00477,0.6458632687937517
587916,DB00457,DB01100,0.6586783629713769
587929,DB00457,DB00306,0.5073391986714322
587936,DB00457,DB00246,0.5939336391377572
587957,DB00457,DB00908,0.5581163079120902
587964,DB00457,DB00237,0.5063212400175426
587971,DB00457,DB00983,0.5359098821918193
587972,DB00457,DB00899,0.5484849446153405
587977,DB00457,DB01136,0.5427658696352675
587986,DB00457,DB00611,0.5325569186954147
587987,DB00457,DB06207,0.6433476287037176
587988,DB00457,DB01624,0.5804540892594482
587991,DB00457,DB00275,0.5262629969719015
587993,DB00457,DB00334,0.6031766854866437
587998,DB00457,DB00872,0.5059905337982579
588002,DB00457,DB00696,0.6081254141315399
588004,DB00457,DB00656,0.6088285984014473
588010,DB00457,DB00612,0.5239761120189004
588042,DB00457,DB00449,0.5493096588884104
588054,DB00457,DB00474,0.517470122409649
588057,DB00457,DB09205,0.6652194364472301
588076,DB00457,DB01173,0.5073229304585424
588078,DB00457,DB00850,0.5274127206850383
588098,DB00457,DB00818,0.5273777591681655
588104,DB00457,DB06016,0.5343671706880616
588112,DB00457,DB01193,0.5339745988007352
588113,DB00457,DB01115,0.5100360632406836
588121,DB00457,DB00708,0.5464531267375731
588135,DB00457,DB01544,0.5243229854384427
588138,DB00457,DB05039,0.5179149004653686
588146,DB00457,DB01154,0.5241649345936535
588151,DB00457,DB00264,0.5222251330260735
588157,DB00457,DB00411,0.5288065462615033
588164,DB00457,DB01205,0.5461412287100171
588171,DB00457,DB00751,0.5186212192512998
588194,DB00457,DB00842,0.5168786125586649
588199,DB00457,DB01107,0.5143144019549686
588223,DB00457,DB00747,0.5467902862779789
588226,DB00457,DB00270,0.5173558052876729
588235,DB00457,DB00796,0.5263522623985903
588238,DB00457,DB09242,0.5185236167877619
588239,DB00457,DB08897,0.5156444073945704
588240,DB00457,DB00517,0.5120783479139009
588245,DB00457,DB01231,0.5232590515386343
588248,DB00457,DB01114,0.5074220342678422
588249,DB00457,DB00353,0.5084084758016738
588250,DB00457,DB01559,0.5409856858114823
588251,DB00457,DB00186,0.522862313260791
588267,DB00457,DB00854,0.533285678027089
588299,DB00457,DB00960,0.5124328682448326
588300,DB00457,DB13345,0.5494116441203717
588307,DB00457,DB00659,0.5170211030498999
588309,DB00457,DB00502,0.5333191407666038
588318,DB00457,DB00968,0.5268957502368343
588330,DB00457,DB01054,0.5168890608014093
588340,DB00457,DB04846,0.5608344633308678
588341,DB00457,DB01198,0.5332320845820248
588350,DB00457,DB08931,0.5039704313133685
588353,DB00457,DB04861,0.5313175741205368
588355,DB00457,DB00273,0.5269956715992049
588395,DB00457,DB09068,0.5051088846548928
588403,DB00457,DB01359,0.5142390608576511
588404,DB00457,DB00637,0.606632359396206
588414,DB00457,DB00484,0.5690449607054795
588417,DB00457,DB00734,0.5881920066044896
588420,DB00457,DB00628,0.5216007320790432
588424,DB00457,DB09076,0.5145512022301183
588439,DB00457,DB00372,0.5614892576459526
588448,DB00457,DB00335,0.5247618269673157
588452,DB00457,DB00418,0.5155455366348733
588453,DB00457,DB00800,0.6740716832992099
588458,DB00457,DB05271,0.5929187698945863
588459,DB00457,DB00401,0.5129213007926814
588481,DB00457,DB09080,0.521881868917171
588489,DB00457,DB01595,0.5372435434696868
588491,DB00457,DB00921,0.5324052697338595
588492,DB00457,DB00699,0.569562419711713
588493,DB00457,DB00387,0.5122248572346335
588495,DB00457,DB00801,0.5263485784624486
588511,DB00457,DB00813,0.5417087083154478
588513,DB00457,DB00986,0.5239321612843248
588519,DB00457,DB06262,0.517319433367376
588520,DB00457,DB06684,0.5164447516229506
588526,DB00457,DB00575,0.6501767392555212
588527,DB00457,DB00844,0.5326943700339508
588532,DB00457,DB00725,0.5090411680696184
588541,DB00457,DB06702,0.5198013069101195
588555,DB00457,DB04946,0.570249091682507
588558,DB00457,DB00193,0.5460862911345971
588565,DB00457,DB01437,0.5251880838574144
588568,DB00457,DB01274,0.5151364080097413
588577,DB00457,DB00450,0.5772994169093515
588586,DB00457,DB01102,0.5333745129442824
588594,DB00457,DB01001,0.5166770135420599
588595,DB00457,DB00633,0.5515873346580775
588603,DB00457,DB00413,0.5715704836864136
588630,DB00457,DB01068,0.5226905454563768
588638,DB00457,DB00391,0.5396678136613948
588654,DB00457,DB00475,0.5290714624782761
588672,DB00457,DB00268,0.6748423691072679
588686,DB00457,DB00590,0.87595929150767
588695,DB00457,DB00221,0.5173020065736194
588703,DB00457,DB01235,0.5612580418879368
588715,DB00457,DB01214,0.5297067818120702
588719,DB00457,DB00704,0.5363986441664218
588723,DB00457,DB00938,0.5230227073440779
588725,DB00457,DB01364,0.5037581434937425
588726,DB00457,DB01288,0.5269890344409544
588730,DB00457,DB00497,0.5265330944156
588747,DB00457,DB00867,0.504192116700662
588749,DB00457,DB00490,0.507584255370029
588753,DB00457,DB00381,0.5139178604710655
588754,DB00457,DB00809,0.5197951528366521
588756,DB00457,DB00876,0.5327680342988567
588762,DB00457,DB09209,0.5420075559145693
588767,DB00457,DB00723,0.6258694637932787
588770,DB00457,DB01240,0.5018490610359747
588776,DB00457,DB00521,0.5270011541064425
588785,DB00457,DB00956,0.5243331613487974
588790,DB00457,DB01069,0.5295015583744066
588804,DB00457,DB06694,0.6587297267849385
588816,DB00457,DB00661,0.6668021423391913
588821,DB00457,DB01589,0.5256293097709521
588824,DB00457,DB00457,1.0
588832,DB00457,DB00835,0.5127049472185509
588833,DB00457,DB00185,0.5155312014095096
588836,DB00457,DB01253,0.5492455463943353
588847,DB00457,DB00292,0.549236035181301
588853,DB00457,DB01267,0.5861026531000416
588855,DB00457,DB00462,0.5155413411668144
588860,DB00457,DB01221,0.5009311209912322
588861,DB00457,DB01244,0.5660910815214105
588879,DB00457,DB00604,0.6691599708833813
588895,DB00457,DB06204,0.5601551159982487
588903,DB00457,DB06216,0.5460232994886587
588908,DB00457,DB00368,0.5747560738750481
588937,DB00457,DB01184,0.5477599630506033
588963,DB00457,DB04855,0.7011634957757771
588966,DB00457,DB09421,0.5419354683643278
588978,DB00457,DB01036,0.5136578184367462
588979,DB00457,DB08883,0.5026036590750015
588990,DB00457,DB01608,0.501309291354333
589000,DB00457,DB01149,0.7201064215383118
589009,DB00457,DB01233,0.5375618147882678
589015,DB00457,DB09225,0.5114547505815713
589017,DB00457,DB09236,0.531889015554197
589031,DB00457,DB00383,0.5344050944628463
589033,DB00457,DB00248,0.5684783564442042
589045,DB00457,DB00211,0.6315303012488628
589050,DB00457,DB06712,0.5084507009084076
589064,DB00457,DB01018,0.5596321127845792
589068,DB00457,DB00568,0.5630544792207814
589081,DB00457,DB06764,0.5429179276725673
589088,DB00457,DB00420,0.6014994895804767
589089,DB00457,DB01239,0.5464398303043693
589093,DB00457,DB00572,0.5518868497160332
589101,DB00457,DB01558,0.5237210183909394
589103,DB00457,DB04920,0.5152330284367131
589115,DB00457,DB00392,0.5155078845909001
589123,DB00457,DB00454,0.5131177135321631
589126,DB00457,DB00245,0.51931453557866
589132,DB00457,DB00831,0.5327205765098361
589133,DB00457,DB00424,0.5122248572346335
589139,DB00457,DB00678,0.5309016045516857
589140,DB00457,DB01621,0.5190185055369886
589141,DB00457,DB01618,0.5091894490126994
589143,DB00457,DB00177,0.5236407632941875
589150,DB00457,DB00363,0.5898425753770085
589155,DB00457,DB00231,0.5290718965252631
589156,DB00457,DB01591,0.5208650328570463
589158,DB00457,DB12278,0.576591151786087
589173,DB00457,DB00376,0.5131014659023533
589178,DB00457,DB01224,0.6069492487318454
589184,DB00457,DB09128,0.5483226224899301
589187,DB00457,DB01118,0.512097912132016
589191,DB00457,DB00740,0.5088522961575356
589197,DB00457,DB00346,0.8316625110483636
589238,DB00457,DB01062,0.5214402684698514
589246,DB00457,DB09300,0.5114592532644896
589247,DB00457,DB01142,0.672014692435961
589249,DB00457,DB00371,0.5215454952164359
589251,DB00457,DB06274,0.5414045956972499
589255,DB00457,DB00404,0.5391102221681985
589263,DB00457,DB06711,0.5783702214444285
589275,DB00457,DB01049,0.5222007597666302
589279,DB00457,DB14185,0.5687649138647368
589304,DB00457,DB00829,0.5345754606721325
589308,DB00457,DB06212,0.5143044647840574
589315,DB00457,DB00589,0.5542867891237775
589348,DB00457,DB08950,0.5614850359462159
589353,DB00457,DB00433,0.5134970394950872
589379,DB00457,DB00668,0.5604659560435782
589389,DB00457,DB01200,0.59231974938228
589398,DB00457,DB00408,0.5857778291409589
589405,DB00457,DB06800,0.5009790630044267
589437,DB00457,DB00679,0.7062394329779523
589440,DB00457,DB06594,0.5042363703866837
589445,DB00457,DB00370,0.570952750108399
589447,DB00457,DB00571,0.5133341028127338
589452,DB00457,DB08822,0.531388658347563
589472,DB00457,DB00342,0.6819741093302115
589478,DB00457,DB01085,0.5089132073233383
589482,DB00457,DB00629,0.5625010488774415
589492,DB00457,DB06288,0.5155949110456527
589501,DB00457,DB00388,0.6145032398843602
589526,DB00457,DB00318,0.5361353181749201
589529,DB00457,DB00298,0.6437438017807605
589535,DB00457,DB08815,0.5259514488985517
589536,DB00457,DB06144,0.7333080400747142
589544,DB00457,DB01162,0.8823174134382011
589567,DB00457,DB00349,0.5330662744108312
589568,DB00457,DB00295,0.5094614108938138
589570,DB00457,DB01023,0.5238316215227465
589579,DB00457,DB00962,0.5157494645573303
589595,DB00457,DB00455,0.6738928645949205
589596,DB00457,DB01215,0.52807831643661
589602,DB00457,DB04908,0.5592579546191921
589629,DB00457,DB01238,0.5803512461239402
589631,DB00457,DB00508,0.5274743717047511
589638,DB00457,DB01403,0.6470514776845332
589645,DB00457,DB00897,0.5382920623243763
589647,DB00457,DB01203,0.521359632507474
589657,DB00457,DB09272,0.5449168638440819
589664,DB00457,DB01623,0.5243171627124239
589667,DB00457,DB00340,0.5232973120519363
589689,DB00458,DB06148,0.6257062840342185
589780,DB00458,DB00477,0.662061879922248
589826,DB00458,DB00246,0.5787927411856675
589849,DB00458,DB00777,0.5136972454022749
589883,DB00458,DB00334,0.5627344263889179
590061,DB00458,DB00751,0.5015852384491172
590285,DB00458,DB09068,0.5038990280904446
590307,DB00458,DB00734,0.527800746932683
590445,DB00458,DB04946,0.5377607241684886
590743,DB00458,DB01267,0.525891965636936
590793,DB00458,DB06216,0.5136526543304348
590828,DB00458,DB00458,0.8333333333333334
590846,DB00458,DB00726,0.557460150066253
590890,DB00458,DB01149,0.5071214826758798
590905,DB00458,DB09225,0.5582863658062288
590923,DB00458,DB00248,0.505408015104135
590978,DB00458,DB00420,0.575457034434791
591021,DB00458,DB00321,0.5975078338507843
591040,DB00458,DB00363,0.5643416684134398
591068,DB00458,DB01224,0.5896419269302602
591137,DB00458,DB01142,0.5963380578775916
591169,DB00458,DB14185,0.564192808346885
591199,DB00458,DB00934,0.6187841167035572
591204,DB00458,DB00434,0.5423632803117636
591205,DB00458,DB00589,0.5369065583051041
591279,DB00458,DB01200,0.5267282428013144
591288,DB00458,DB00408,0.6141344433880928
591327,DB00458,DB00679,0.5150384136736444
591335,DB00458,DB00370,0.5645458877701629
591350,DB00458,DB00543,0.6008471851778235
591426,DB00458,DB06144,0.5099036417387554
591429,DB00458,DB09167,0.5292288678933078
591518,DB00458,DB01151,0.5355000597990892
591519,DB00458,DB01238,0.579283930477741
591528,DB00458,DB01403,0.5623627425158568
591585,DB00459,DB00307,0.6051117327427639
591588,DB00459,DB02266,0.51207075179519
591624,DB00459,DB08867,0.5045878133133262
591660,DB00459,DB01393,0.581075641267779
591661,DB00459,DB00132,0.5131383275874005
591677,DB00459,DB00523,0.6857443025733402
591700,DB00459,DB01014,0.501011318593566
591720,DB00459,DB00255,0.5195140707470821
591765,DB00459,DB00890,0.5211804962817457
591898,DB00459,DB00755,0.6385557150025042
591916,DB00459,DB04224,0.5233573867350908
592021,DB00459,DB04938,0.50180614787748
592024,DB00459,DB03756,0.5515317434286204
592041,DB00459,DB00210,0.6683063651342774
592134,DB00459,DB00539,0.503649704684503
592168,DB00459,DB08604,0.5122783136403442
592309,DB00459,DB00412,0.5641560275387465
592311,DB00459,DB01436,0.535165909931964
592339,DB00459,DB01428,0.5115128034760377
592340,DB00459,DB00573,0.5193146851231972
592469,DB00459,DB00459,0.8333333333333334
592575,DB00459,DB11672,0.509549473649226
592737,DB00459,DB01132,0.5117190475097655
592866,DB00459,DB00912,0.5086421512021787
592937,DB00459,DB04824,0.5114349471309172
592997,DB00459,DB00799,0.6533052192618561
593037,DB00459,DB00328,0.5128024643601171
593062,DB00459,DB00749,0.5370752354222375
593079,DB00459,DB13873,0.534638578735931
593221,DB00459,DB00966,0.5107920508285538
593246,DB00459,DB01039,0.5364448651816713
593247,DB00459,DB00982,0.6272944702220933
593269,DB00459,DB00882,0.5026056460212655
593432,DB00459,DB04930,0.5101913152820515
593478,DB00461,DB02266,0.6865323751056965
593522,DB00461,DB13346,0.731374722989038
593553,DB00461,DB01399,0.872983870967742
593572,DB00461,DB00939,0.7569846271298147
593573,DB00461,DB01009,0.8169330558071013
593578,DB00461,DB00963,0.8772609819121446
593590,DB00461,DB01014,0.5741139234507503
593682,DB00461,DB01628,0.8331489044912622
593684,DB00461,DB00159,0.5025366736484086
593708,DB00461,DB01435,0.70902394106814
593722,DB00461,DB11327,0.523398478007936
593735,DB00461,DB09214,0.8789764868603044
593766,DB00461,DB01419,0.6832047041528849
593778,DB00461,DB13783,0.8752886836027715
593790,DB00461,DB00788,0.8763980868285506
593817,DB00461,DB00586,0.6924116577843328
593820,DB00461,DB01600,0.7085137085137085
593833,DB00461,DB00316,0.6968994138902177
593844,DB00461,DB00945,0.5065659427791996
593880,DB00461,DB09212,0.8816964285714285
593916,DB00461,DB00500,0.7244152046783624
593931,DB00461,DB00210,0.5043086690955662
593971,DB00461,DB08910,0.528988916932578
593976,DB00461,DB11079,0.6846405228758169
594015,DB00461,DB14006,0.5210766642802548
594021,DB00461,DB01050,0.6989085806851668
594051,DB00461,DB00469,0.859621451104101
594230,DB00461,DB00573,0.7462402444944938
594269,DB00461,DB00812,0.8352457439464395
594282,DB00461,DB00712,0.878854625550661
594284,DB00461,DB09216,0.8779239766081872
594291,DB00461,DB13167,0.8398978244108322
594348,DB00461,DB00814,0.8631313131313131
594354,DB00461,DB00605,0.5642372480580736
594360,DB00461,DB00465,0.7114325068870523
594377,DB00461,DB00480,0.5293918599977442
594387,DB00461,DB08439,0.7965050501438533
594410,DB00461,DB11323,0.7038095238095239
594456,DB00461,DB09213,0.6941186420903102
594489,DB00461,DB00936,0.6534792007637752
594590,DB00461,DB00821,0.7105624142661181
594598,DB00461,DB01283,0.8805774278215224
594618,DB00461,DB00461,1.0
594762,DB00461,DB01401,0.6923583662714097
594795,DB00461,DB06802,0.8789764868603044
594824,DB00461,DB11071,0.7061191626409018
594870,DB00461,DB00482,0.5958525546964487
594879,DB00461,DB00870,0.7067238912732474
594902,DB00461,DB00861,0.869047619047619
594927,DB00461,DB00328,0.6960704832729844
594952,DB00461,DB00749,0.751828506939442
594992,DB00461,DB04743,0.7740523265817095
594997,DB00461,DB00554,0.8631313131313131
595011,DB00461,DB13501,0.7074340527577938
595022,DB00461,DB00991,0.8761415525114155
595093,DB00461,DB00533,0.7993974311711267
595103,DB00461,DB00784,0.8807407407407407
595109,DB00461,DB06725,0.8562378167641325
595138,DB00461,DB11201,0.6933570581257413
595191,DB00461,DB00580,0.5920697944891157
595236,DB00461,DB06736,0.87513397642015
595366,DB00462,DB00875,0.541633507736758
595369,DB00462,DB06230,0.555281909680406
595376,DB00462,DB00647,0.5493771496990212
595388,DB00462,DB00913,0.5274741542129385
595400,DB00462,DB00496,0.7816470133253107
595408,DB00462,DB01452,0.5527276828947557
595410,DB00462,DB01192,0.5438243600544702
595431,DB00462,DB04843,0.6218640149514485
595447,DB00462,DB00802,0.5193053118509953
595450,DB00462,DB00477,0.5119047674490659
595467,DB00462,DB00640,0.5145169375351372
595496,DB00462,DB00246,0.5458738209588897
595532,DB00462,DB00899,0.5497055077625407
595546,DB00462,DB00611,0.5516744060729023
595547,DB00462,DB06207,0.5376387623720335
595551,DB00462,DB00275,0.5156184668098805
595564,DB00462,DB00656,0.5037816322687457
595605,DB00462,DB00785,0.5967087417203724
595608,DB00462,DB11855,0.6125382698786677
595617,DB00462,DB09205,0.5418737705062727
595623,DB00462,DB09049,0.5166536086210783
595664,DB00462,DB06016,0.5031301907420233
595681,DB00462,DB00708,0.5482986694569423
595697,DB00462,DB00209,0.6139818463420962
595714,DB00462,DB00810,0.6013434394988798
595717,DB00462,DB00411,0.6708169577666449
595761,DB00462,DB11181,0.6674482915596007
595763,DB00462,DB06787,0.6351070679273045
595783,DB00462,DB00747,0.7975922695548334
595795,DB00462,DB00796,0.519581580627739
595799,DB00462,DB08897,0.7936325944687334
595800,DB00462,DB00517,0.8758262511803588
595803,DB00462,DB00183,0.5054269511184977
595805,DB00462,DB01231,0.8512035010940918
595827,DB00462,DB00854,0.551313655712152
595859,DB00462,DB00960,0.5224614109184965
595878,DB00462,DB00968,0.5113355296889218
595900,DB00462,DB04846,0.5058511398064717
595913,DB00462,DB04861,0.5008759536788515
595922,DB00462,DB01019,0.6163073102256776
595944,DB00462,DB01625,0.5547146187062167
595946,DB00462,DB00804,0.5450548098434005
595963,DB00462,DB01359,0.5203228313107937
595974,DB00462,DB00484,0.5223146286352044
595984,DB00462,DB09076,0.7784166505025168
595997,DB00462,DB11362,0.5075182377714105
596008,DB00462,DB00335,0.500146680160813
596013,DB00462,DB00800,0.5286931669647363
596014,DB00462,DB01337,0.5775424435453926
596017,DB00462,DB01409,0.670875408387039
596018,DB00462,DB05271,0.5051256764852532
596051,DB00462,DB00921,0.5634569025650173
596052,DB00462,DB00699,0.5130672068921777
596053,DB00462,DB00387,0.7947989175965953
596071,DB00462,DB00813,0.5179468449475828
596073,DB00462,DB00986,0.8807106598984772
596086,DB00462,DB00575,0.5312375237196404
596087,DB00462,DB00844,0.5558442128742881
596088,DB00462,DB00728,0.5722829852066047
596092,DB00462,DB00725,0.8539309639425946
596101,DB00462,DB06702,0.8007419564297437
596118,DB00462,DB00193,0.5956963552304548
596155,DB00462,DB00633,0.5172743212371459
596175,DB00462,DB01209,0.5301787789851434
596232,DB00462,DB00268,0.5334951292710072
596246,DB00462,DB00590,0.505179467215819
596247,DB00462,DB01075,0.6121104956486798
596260,DB00462,DB01338,0.575282782250984
596263,DB00462,DB01235,0.50322071628621
596279,DB00462,DB00704,0.5562621065419503
596290,DB00462,DB00497,0.533310680447708
596314,DB00462,DB00809,0.8036163976636311
596316,DB00462,DB00876,0.5206278025071287
596322,DB00462,DB09209,0.5535275237154936
596327,DB00462,DB00723,0.5371155636893257
596330,DB00462,DB01240,0.517288383090593
596345,DB00462,DB00956,0.54521941395428
596350,DB00462,DB01069,0.5827569276243122
596364,DB00462,DB06694,0.5287462269398319
596384,DB00462,DB00457,0.5155413411668144
596392,DB00462,DB00835,0.7621099755133774
596393,DB00462,DB00185,0.7607622775368076
596396,DB00462,DB01253,0.5179122257077847
596415,DB00462,DB00462,1.0
596455,DB00462,DB06204,0.5365377343776162
596463,DB00462,DB06216,0.5023344748967583
596497,DB00462,DB01184,0.5074836858111115
596509,DB00462,DB06213,0.51413903082174
596538,DB00462,DB01036,0.7961808382512924
596546,DB00462,DB00332,0.76162215628091
596569,DB00462,DB01233,0.5403237618750212
596591,DB00462,DB00383,0.8657307415406766
596605,DB00462,DB00211,0.5415312687576147
596624,DB00462,DB01018,0.5234537870076196
596628,DB00462,DB00568,0.5325179686282214
596641,DB00462,DB06764,0.510629446458986
596648,DB00462,DB00420,0.5900223516231332
596649,DB00462,DB01239,0.6003901031950675
596653,DB00462,DB00572,0.7559256402563123
596675,DB00462,DB00392,0.6587897247074636
596683,DB00462,DB00454,0.5258529348567441
596686,DB00462,DB00245,0.5566842466607959
596693,DB00462,DB00424,0.8585709554498492
596699,DB00462,DB00678,0.5168656588255447
596701,DB00462,DB01618,0.5410862728135633
596703,DB00462,DB00177,0.5262884698340643
596709,DB00462,DB00354,0.5776459670349884
596710,DB00462,DB00363,0.550136448450124
596711,DB00462,DB01135,0.575373727267873
596716,DB00462,DB01591,0.7988506426574541
596718,DB00462,DB12278,0.6490882441257316
596733,DB00462,DB00376,0.7860671141773364
596738,DB00462,DB01224,0.5671906737054472
596757,DB00462,DB00346,0.5028954222987899
596793,DB00462,DB00863,0.5384592578280333
596798,DB00462,DB01062,0.8624661246612466
596806,DB00462,DB09300,0.8792602361999897
596807,DB00462,DB01142,0.5390332278111538
596811,DB00462,DB06274,0.5557343164846044
596813,DB00462,DB01226,0.5544193180630094
596839,DB00462,DB14185,0.5424352595337552
596875,DB00462,DB00589,0.500231072694433
596878,DB00462,DB00670,0.594706909609059
596890,DB00462,DB00366,0.5440762669183347
596908,DB00462,DB08950,0.5042259442889452
596921,DB00462,DB08801,0.6106394556666784
596938,DB00462,DB06709,0.5439252333545692
596939,DB00462,DB00668,0.5254814526339632
596949,DB00462,DB01200,0.5153315928798873
596958,DB00462,DB00408,0.5380994869926617
596965,DB00462,DB06800,0.5406818811051705
597007,DB00462,DB00571,0.5288918525716101
597008,DB00462,DB01227,0.5206059930345603
597012,DB00462,DB08822,0.515614266424064
597032,DB00462,DB00342,0.6418940563671927
597038,DB00462,DB01085,0.7953615641601232
597042,DB00462,DB00629,0.5174870952403235
597061,DB00462,DB00388,0.5380566835512003
597065,DB00462,DB00202,0.6412440491274668
597072,DB00462,DB01148,0.5450826339947639
597086,DB00462,DB00318,0.5566303454948612
597089,DB00462,DB00298,0.5329260308844542
597104,DB00462,DB01162,0.5026554158511879
597128,DB00462,DB00295,0.5243596595618071
597168,DB00462,DB13720,0.5541974316647875
597189,DB00462,DB01238,0.5470294114001945
597191,DB00462,DB00508,0.596675455638481
597198,DB00462,DB01403,0.5685448042856768
597202,DB00462,DB11235,0.5916081148009905
597207,DB00462,DB01203,0.5035710956504794
597217,DB00462,DB09272,0.5455804171430926
597227,DB00462,DB00340,0.792978003683065
598841,DB00464,DB00464,0.8333333333333334
599148,DB00465,DB02266,0.5371220565401869
599192,DB00465,DB13346,0.5407917161226999
599223,DB00465,DB01399,0.7261904761904762
599242,DB00465,DB00939,0.5975472045771505
599243,DB00465,DB01009,0.6947133257035539
599248,DB00465,DB00963,0.7406666666666667
599260,DB00465,DB01014,0.5859259307358625
599352,DB00465,DB01628,0.6675593660493394
599354,DB00465,DB00159,0.5040493794954797
599378,DB00465,DB01435,0.7069510268562401
599392,DB00465,DB11327,0.5312583741031262
599405,DB00465,DB09214,0.7567567567567569
599436,DB00465,DB01419,0.6875681570338058
599448,DB00465,DB13783,0.7068100358422938
599460,DB00465,DB00788,0.685052815937825
599487,DB00465,DB00586,0.5395577037027002
599490,DB00465,DB01600,0.7647058823529411
599503,DB00465,DB00316,0.5244368070526108
599550,DB00465,DB09212,0.7117647058823531
599586,DB00465,DB00500,0.752212389380531
599601,DB00465,DB00210,0.512142361339323
599641,DB00465,DB08910,0.5509995340526842
599646,DB00465,DB11079,0.6941964285714285
599691,DB00465,DB01050,0.5303993679548485
599721,DB00465,DB00469,0.7048929663608563
599900,DB00465,DB00573,0.6059611482347633
599939,DB00465,DB00812,0.6864727378114702
599952,DB00465,DB00712,0.744343891402715
599954,DB00465,DB09216,0.7195121951219511
599961,DB00465,DB13167,0.6713917407812561
600018,DB00465,DB00814,0.7042389210019269
600030,DB00465,DB00465,0.8333333333333334
600047,DB00465,DB00480,0.5505281484949848
600057,DB00465,DB08439,0.6269096443137423
600080,DB00465,DB11323,0.7085427135678392
600126,DB00465,DB09213,0.5256094293599919
600159,DB00465,DB00936,0.6616588455725183
600260,DB00465,DB00821,0.7235294117647059
600268,DB00465,DB01283,0.717208182912154
600288,DB00465,DB00461,0.7114325068870523
600432,DB00465,DB01401,0.7026022304832713
600465,DB00465,DB06802,0.7384937238493724
600494,DB00465,DB11071,0.7165178571428572
600549,DB00465,DB00870,0.7337662337662337
600555,DB00465,DB01041,0.5061626938134909
600572,DB00465,DB00861,0.706896551724138
600597,DB00465,DB00328,0.5324993912828008
