,Drug_ID1,Drug_ID2,Weight
6077,DB00050,DB06785,0.7537927051169913
6113,DB00050,DB00824,0.5042052201876202
6137,DB00050,DB09099,0.5239322450826247
6147,DB00050,DB00854,0.5196281188202576
6217,DB00050,DB00035,0.5185317015124534
6294,DB00050,DB00484,0.5052174588247201
6317,DB00050,DB11362,0.5216866519576248
6318,DB00050,DB06788,0.6983977246976142
6333,DB00050,DB00800,0.5033377746521699
6356,DB00050,DB06699,0.743747822456016
6371,DB00050,DB00921,0.522745948583823
6392,DB00050,DB00770,0.5127384015175437
6400,DB00050,DB06684,0.5537801465623945
6407,DB00050,DB00844,0.5214509313801472
6536,DB00050,DB00014,0.9302206259620318
6552,DB00050,DB00268,0.5007537605477165
6599,DB00050,DB00704,0.5194817896574645
6610,DB00050,DB00497,0.5041765094037
6642,DB00050,DB09209,0.5225921210461983
6647,DB00050,DB00723,0.5040690498965991
6660,DB00050,DB08893,0.5175222611854754
6663,DB00050,DB00644,0.5527913291541127
6665,DB00050,DB00956,0.5161466488782017
6764,DB00050,DB06791,0.5072245437736697
6775,DB00050,DB06204,0.5182977585714779
6846,DB00050,DB09421,0.5946231066484309
6925,DB00050,DB00211,0.5055708697995743
6937,DB00050,DB09059,0.5090373275405216
6944,DB00050,DB01018,0.5038923757687191
7070,DB00050,DB00666,0.5684495979257408
7131,DB00050,DB06274,0.5271183163544106
7362,DB00050,DB00629,0.5030878821505734
7381,DB00050,DB00388,0.504339309753623
7406,DB00050,DB00318,0.5198148850509131
7409,DB00050,DB00298,0.5076917224705843
7523,DB00050,DB00050,1.0
7528,DB00050,DB06825,0.7510650821378331
7537,DB00050,DB09272,0.5347560190657888
7768,DB00067,DB00872,0.8075241874527589
7803,DB00067,DB01282,0.5410474432546138
7929,DB00067,DB00067,0.8333333333333334
8107,DB00067,DB00035,0.8333333333333334
8110,DB00067,DB04846,0.501250488281929
8187,DB00067,DB00734,0.502629726708297
8202,DB00067,DB00559,0.5039085012659551
8522,DB00067,DB06268,0.5039085012659551
8623,DB00067,DB01267,0.502629726708297
8736,DB00067,DB09421,0.548215117851422
8827,DB00067,DB09059,0.8148443180550909
8906,DB00067,DB14642,0.6666666666666666
8920,DB00067,DB00363,0.5017152683952897
9078,DB00067,DB06212,0.8075241874527589
9141,DB00067,DB02638,0.6666666666666666
9241,DB00067,DB08932,0.5039085012659551
9571,DB00091,DB01254,0.5216687646535138
9936,DB00091,DB08912,0.5050138460427801
10267,DB00091,DB04865,0.5480641274011914
10521,DB00091,DB01244,0.5108764636757774
10620,DB00091,DB00091,1.0
10723,DB00091,DB11693,0.5030503876488851
11366,DB00106,DB00647,0.505918469196961
11398,DB00106,DB01452,0.5069238855133843
11597,DB00106,DB06196,0.5231923143945835
11657,DB00106,DB09071,0.5121594371038133
11706,DB00106,DB00106,1.0
11747,DB00106,DB06785,0.9421863536316948
11792,DB00106,DB11979,0.6828308511926383
11868,DB00106,DB00968,0.5194429528368966
11887,DB00106,DB00035,0.5134424692040278
11964,DB00106,DB00484,0.5011798311630457
11987,DB00106,DB11362,0.5358705497680311
11988,DB00106,DB06788,0.8900185701021356
12026,DB00106,DB06699,0.9419480881942508
12206,DB00106,DB00014,0.7316362988546526
12238,DB00106,DB00905,0.5016117515745483
12320,DB00106,DB01240,0.5124372218381467
12333,DB00106,DB00644,0.7171159773465554
12516,DB00106,DB09421,0.5593582264363418
12607,DB00106,DB09059,0.5072744118269872
12614,DB00106,DB01018,0.5008851015253896
12632,DB00106,DB01160,0.5205366818182972
12740,DB00106,DB00666,0.7304815245018313
12990,DB00106,DB06594,0.5042836591783809
13032,DB00106,DB00629,0.5002298283693215
13193,DB00106,DB00050,0.7659304192849005
13198,DB00106,DB06825,0.9297445255474454
14351,DB00114,DB00114,0.8333333333333334
15635,DB00115,DB00200,0.5927217637609885
16145,DB00115,DB00115,0.8333333333333334
