,Disease1,Disease2,Sim_score
360647,D062026,D006423,0.460846927
360648,D062026,D006429,0.2229804255538084
360649,D062026,D006501,0.1995617865393087
360650,D062026,D006527,0.1805021354482384
360653,D062026,D006685,0.192407223682699
360655,D062026,D006732,0.2016477714655499
360656,D062026,D006816,0.2158831523568448
360658,D062026,D006849,0.2322167724600368
360659,D062026,D006850,0.1855393842940501
360660,D062026,D006930,0.3584938554421065
360661,D062026,D006941,0.3162805159141454
360662,D062026,D006948,0.2126860323854455
360663,D062026,D006964,0.2139152180110091
360664,D062026,D006966,0.1762482587690642
360666,D062026,D006987,0.3349096679998271
360667,D062026,D007018,0.1999754472195224
360669,D062026,D007027,0.2670257915307615
360670,D062026,D007029,0.2228431469272023
360671,D062026,D007088,0.5352037123232657
360672,D062026,D007177,0.1746655291168455
360674,D062026,D007331,0.2661261016483027
360675,D062026,D007562,0.1937749479601729
360677,D062026,D007625,0.1782502778448505
360678,D062026,D007647,0.1765041926987267
360679,D062026,D007706,0.2755625187038518
360681,D062026,D007805,0.3137284005006643
360682,D062026,D007806,0.3761458990701635
360683,D062026,D007849,0.1756493843027674
360684,D062026,D007859,0.3515347221060707
360685,D062026,D007888,0.1687823156534703
360686,D062026,D007926,0.2828896566957878
360689,D062026,D007968,0.1688354553395304
360690,D062026,D007969,0.1757022796388308
360694,D062026,D008375,0.1704259636565101
360697,D062026,D008538,0.1740446437178234
360699,D062026,D008569,0.3685033317787468
360702,D062026,D008580,0.2043360024248846
360703,D062026,D008581,0.2152759766449238
360711,D062026,D008590,0.1949153754277404
360713,D062026,D008607,0.393641099
360715,D062026,D008881,0.618722915
360716,D062026,D009069,0.2381137651529193
360717,D062026,D009072,0.172681595495014
360720,D062026,D009120,0.1925648833190915
360721,D062026,D009122,0.2333748156134594
360722,D062026,D009123,0.2039754378053543
360723,D062026,D009127,0.1850057694166904
360724,D062026,D009128,0.2043426095547346
360725,D062026,D009133,0.2230360104124134
360729,D062026,D009155,0.2783341821129766
360731,D062026,D009187,0.1913580709530218
360733,D062026,D009207,0.2164913943246193
360735,D062026,D009222,0.1969240674150283
360744,D062026,D009437,0.2302916097295995
360749,D062026,D009459,0.1806706667764079
360750,D062026,D009461,0.3539443481077661
360752,D062026,D009468,0.1761744591338878
360757,D062026,D009542,0.168159754945863
360761,D062026,D009886,0.2464254587465976
360767,D062026,D010243,0.2766739922305638
360770,D062026,D010264,0.2252534833530194
360771,D062026,D010291,0.2324769898158901
360772,D062026,D010292,0.3478213401657539
360773,D062026,D010300,0.2245906979542315
360775,D062026,D010302,0.1952789377087495
360776,D062026,D010468,0.5936388530216633
360779,D062026,D010591,0.4889520705845596
360780,D062026,D010661,0.1886707507059082
360782,D062026,D010871,0.1751937873098664
360783,D062026,D010899,0.1735937451976289
360784,D062026,D010900,0.2463428854713819
360785,D062026,D010911,0.2068666708976571
360786,D062026,D011007,0.1804746904502007
360787,D062026,D011051,0.1695802839368988
360792,D062026,D011218,0.289600228
360793,D062026,D011304,0.3060317125116476
360795,D062026,D011559,0.1911250502718266
360796,D062026,D011595,0.3280349950426709
360797,D062026,D011596,0.3603166360465149
360798,D062026,D011681,0.253896313299342
360799,D062026,D011782,0.2173579857805925
360801,D062026,D012001,0.3021223984656142
360803,D062026,D012021,0.222902521
360805,D062026,D012133,0.1925207305965572
360807,D062026,D012202,0.1777859004571759
360808,D062026,D012415,0.2612137950793111
360810,D062026,D012585,0.1946336072909475
360811,D062026,D012607,0.4764717708523698
360814,D062026,D012640,0.2644720190696322
360815,D062026,D012678,0.4681124197521879
360817,D062026,D012851,0.17967165142695
360820,D062026,D012892,0.2104673632620818
360821,D062026,D012893,0.2880592341280318
360823,D062026,D013035,0.2238493429672158
360824,D062026,D013036,0.1812071332742181
360825,D062026,D013064,0.3526811842009187
360826,D062026,D013106,0.2084654193926009
360828,D062026,D013118,0.2297663937828515
360829,D062026,D013119,0.1921518303518121
360831,D062026,D013132,0.210514892944091
360832,D062026,D013226,0.2172205798775278
360835,D062026,D013342,0.2996827241578923
360837,D062026,D013345,0.2137015937472574
360838,D062026,D013349,0.1718556228222989
360839,D062026,D013353,0.1830484710813705
360841,D062026,D013494,0.2074117468113863
360843,D062026,D013575,0.3283874252039696
360848,D062026,D013651,0.3480816560610272
360850,D062026,D013700,0.1837804898817426
360851,D062026,D013746,0.1916289131957485
360852,D062026,D013786,0.1941112436931059
360855,D062026,D014012,0.3476955308447498
360857,D062026,D014202,0.2243309245798105
360859,D062026,D014313,0.1890904441088909
360862,D062026,D014474,0.3703693737177553
360864,D062026,D014653,0.4097730307191319
360865,D062026,D014715,0.1918810084189859
360866,D062026,D014717,0.2257385943331465
360867,D062026,D014786,0.5726101885841339
360868,D062026,D014826,0.2028872887057931
360869,D062026,D014832,0.2294768466545632
360872,D062026,D014899,0.1743178529698043
360873,D062026,D014901,0.1726631481344941
360874,D062026,D014929,0.3795877129700019
360876,D062026,D015140,0.1867539208397596
360878,D062026,D015173,0.2363427612732442
360881,D062026,D015192,0.2145003767759551
360884,D062026,D015325,0.2627549994950205
360885,D062026,D015354,0.4779764744994356
360890,D062026,D015518,0.2905531166952716
360895,D062026,D015835,0.2290426670110043
360897,D062026,D015845,0.2122452456990913
360898,D062026,D015875,0.2088962161799941
360899,D062026,D015877,0.2250415285626249
360910,D062026,D016532,0.2658946767777326
360913,D062026,D016545,0.1734347134805979
360916,D062026,D016657,0.1682564595341417
360920,D062026,D016781,0.1734634694925716
360923,D062026,D016893,0.2024052881820681
360925,D062026,D016920,0.1823268028271334
360927,D062026,D017029,0.1773573270452808
360928,D062026,D017034,0.1739456234657029
360929,D062026,D017036,0.1817209282920607
360931,D062026,D017096,0.1815842418816968
360933,D062026,D017237,0.1845579205680855
360937,D062026,D017246,0.1966415551826528
360940,D062026,D017590,0.1759371155462499
360942,D062026,D017624,0.234562336013896
360947,D062026,D017827,0.1816832372422698
360949,D062026,D018306,0.1706650669696845
360953,D062026,D018437,0.1829318355638108
360954,D062026,D018458,0.3166401163243523
360955,D062026,D018476,0.2015699889114547
360956,D062026,D018781,0.4748020544003379
360957,D062026,D018792,0.2212880421108036
360958,D062026,D018860,0.1694132734016304
360959,D062026,D018886,0.2361405457843458
360960,D062026,D018887,0.170373260663505
360961,D062026,D018888,0.2861105529152091
360962,D062026,D018908,0.2180204831563473
360965,D062026,D018980,0.2834918744382114
360966,D062026,D019150,0.1954257063014531
360967,D062026,D019305,0.1712386840341926
360968,D062026,D019462,0.2817234493328674
360969,D062026,D019569,0.1833086764047473
360971,D062026,D019575,0.4316779671686827
360972,D062026,D019578,0.187665226
360973,D062026,D019585,0.1940666708942261
360974,D062026,D019586,0.2243565782901051
360975,D062026,D019636,0.1688924652614772
360976,D062026,D019846,0.1816258352090379
360977,D062026,D019954,0.4480437886520649
360979,D062026,D020078,0.2009836241861731
360980,D062026,D020140,0.2205839863960713
360981,D062026,D020143,0.1700934220419247
360982,D062026,D020144,0.1775788214248427
360983,D062026,D020145,0.1684480245996253
360986,D062026,D020150,0.1830567172251627
361006,D062026,D020191,0.1715894267922064
361009,D062026,D020195,0.1825673411979197
361012,D062026,D020198,0.2149278586672734
361014,D062026,D020200,0.1691513099490144
361015,D062026,D020201,0.1704090423847659
361021,D062026,D020207,0.2389664243108182
361022,D062026,D020208,0.1768397247983694
361026,D062026,D020212,0.1905009457087421
361027,D062026,D020214,0.2078303584547228
361030,D062026,D020217,0.1703321876077801
361036,D062026,D020232,0.1741592602169902
361037,D062026,D020233,0.2284502999291752
361038,D062026,D020234,0.1862358124515809
361039,D062026,D020235,0.2470079454100014
361040,D062026,D020236,0.2930280099313763
361041,D062026,D020238,0.4666958963228039
361042,D062026,D020240,0.2592612665247155
361046,D062026,D020244,0.1845843455240178
361054,D062026,D020267,0.1687098298779157
361059,D062026,D020278,0.2431950863210754
361060,D062026,D020279,0.1903643224202169
361062,D062026,D020293,0.204471471
361064,D062026,D020295,0.1747514085597662
361065,D062026,D020299,0.174400623006862
361066,D062026,D020300,0.2511802890169912
361067,D062026,D020301,0.1859673116582696
361070,D062026,D020323,0.2001062492151195
361071,D062026,D020324,0.2630846589602523
361072,D062026,D020325,0.5404009863639371
361073,D062026,D020326,0.5226273160932586
361078,D062026,D020335,0.1978917674400472
361079,D062026,D020336,0.1837801050225403
361082,D062026,D020343,0.1867671818619174
361084,D062026,D020362,0.1703481325297618
361085,D062026,D020363,0.170216675140751
361088,D062026,D020385,0.1896121986811986
361115,D062026,D020520,0.228133850498435
361116,D062026,D020521,0.2510595691443894
361117,D062026,D020526,0.1714638292830512
361122,D062026,D020734,0.2465619760582724
361123,D062026,D020739,0.2410407464565004
361125,D062026,D020754,0.2097703962378053
361126,D062026,D020757,0.4199825560131131
361131,D062026,D020765,0.2456628681398299
361132,D062026,D020766,0.1861179701337285
361133,D062026,D020767,0.1964099010857587
361134,D062026,D020773,0.5331793752044119
361140,D062026,D020788,0.1738759509114966
361141,D062026,D020795,0.4497217556300766
361145,D062026,D020805,0.2019152581231936
361146,D062026,D020806,0.198501162024909
361147,D062026,D020807,0.1790871314553943
361153,D062026,D020820,0.2848876083466017
361154,D062026,D020821,0.170617032966048
361155,D062026,D020828,0.1889145249266763
361156,D062026,D020833,0.1717090504260985
361159,D062026,D020879,0.2737044305737825
361160,D062026,D020886,0.3961732896612779
361162,D062026,D020915,0.2809322030823828
361165,D062026,D020920,0.1755472491267265
361169,D062026,D020925,0.1862906052148211
361170,D062026,D020936,0.1745044104347985
361177,D062026,D020961,0.1763622734622509
361191,D062026,D034381,0.4015814680315836
361194,D062026,D038901,0.3358238951056528
361195,D062026,D038921,0.2403013521244314
361197,D062026,D046088,0.3006762509336759
361198,D062026,D046089,0.2876376993010433
361200,D062026,D046608,0.1946281092719107
361202,D062026,D047748,0.1704401977310389
361207,D062026,D050798,0.4133076566232774
361208,D062026,D051270,0.5666422542011209
361209,D062026,D051271,0.4523662565051104
361210,D062026,D051298,0.3896339446959058
361211,D062026,D051299,0.3984203478931279
361212,D062026,D051302,0.408429177
361213,D062026,D051303,0.4960847513619438
361214,D062026,D051474,0.1842188631840136
361215,D062026,D052120,0.2349556280088081
361216,D062026,D052245,0.3874664230716018
361227,D062026,D053578,0.1870447621050968
361228,D062026,D053608,0.2785742853836043
361229,D062026,D053609,0.2908662778803674
361231,D062026,D054038,0.1737398644360888
361232,D062026,D054062,0.4283356141661658
361233,D062026,D054078,0.171635621085095
361241,D062026,D054319,0.1690785684686012
361245,D062026,D054971,0.2321705794552884
361248,D062026,D055154,0.192374232344981
361253,D062026,D055948,0.1901563513768542
361256,D062026,D055955,0.2219850925527544
361258,D062026,D055958,0.1687592340928314
361259,D062026,D055964,0.2455488320765781
361263,D062026,D056784,0.2652964503483365
361264,D062026,D056806,0.1776311403115396
361268,D062026,D057174,0.1945036778502287
361270,D062026,D057178,0.2409850583134623
361271,D062026,D057180,0.1783330516367274
361277,D062026,D058565,0.1697823092247031
361281,D062026,D059345,0.207602054
361283,D062026,D059409,0.1690642055595125
361284,D062026,D059445,0.3018281898826758
361285,D062026,D060426,0.1700980342285111
361286,D062026,D060486,0.4842235024143234
361287,D062026,D060545,0.1725017101223707
361288,D062026,D060705,0.2580813244955349
361301,D062026,D063806,0.1843419145361698
361303,D062026,D065166,0.1828137617221746
361305,D062026,D065634,0.2207079557182034
361306,D062026,D065635,0.1888901975425274
361314,D062026,D066190,0.4066263214314385
361318,D063205,D005879,0.1706396145491542
361321,D063205,D011051,0.424353431
361322,D063205,D011052,0.3646823243862679
361328,D063205,D011557,0.1700547403405263
361329,D063205,D011559,0.1901385471677592
361340,D063205,D012202,0.1707890114262864
361345,D063205,D012608,0.1751368975461605
361348,D063205,D012678,0.1793951595017581
361350,D063205,D012851,0.1720686778902178
361354,D063205,D012893,0.1693284024689843
361357,D063205,D013036,0.1767478553847182
361359,D063205,D013106,0.1938887163087751
361360,D063205,D013117,0.4357654516062538
361361,D063205,D013118,0.5752062733122815
361362,D063205,D013119,0.481066547491026
361363,D063205,D013120,0.4409666627102996
361364,D063205,D013132,0.4333217877201626
361370,D063205,D013345,0.1950920995118028
361371,D063205,D013349,0.1715230805355138
361372,D063205,D013353,0.1765443488671786
361376,D063205,D013595,0.4520650326706117
361377,D063205,D013606,0.3578787986195176
361383,D063205,D013786,0.1984627984895451
361385,D063205,D013981,0.2144445056918205
361391,D063205,D014390,0.1750953986047357
361395,D063205,D014653,0.168494325
361396,D063205,D014715,0.1848078497026426
361406,D063205,D015173,0.2254388150663643
361418,D063205,D016262,0.3497592999600574
361419,D063205,D016750,0.3835896114929781
361423,D063205,D017096,0.2186232836294972
361427,D063205,D018781,0.1797098088916078
361440,D063205,D020196,0.1946319299146384
361448,D063205,D020293,0.1893694051053715
361449,D063205,D020301,0.182261448988331
361450,D063205,D020306,0.194608566155225
361461,D063205,D020521,0.2413916602453058
361462,D063205,D020754,0.3973429300468024
361463,D063205,D020758,0.4251539133606691
361464,D063205,D020760,0.3992752288249732
361476,D063205,D034081,0.1701518631487895
361482,D063205,D051298,0.1734561954056469
361483,D063205,D051299,0.1750878076392007
361484,D063205,D051303,0.1864597768534132
361487,D063205,D052879,0.3338221009507461
361492,D063205,D054038,0.1725154044725552
361499,D063205,D056806,0.1682035148552257
361513,D063205,D065166,0.1882955835982137
361518,D063806,D000699,0.2888727616669251
361519,D063806,D000857,0.2787018845376353
361520,D063806,D001750,0.2882730040572004
361522,D063806,D003294,0.2741134637121051
361526,D063806,D007319,0.1829953421550922
361527,D063806,D009157,0.3497505659295232
361528,D063806,D009187,0.1754518749813022
361530,D063806,D009207,0.2765979450184473
361531,D063806,D009220,0.5076395933377669
361532,D063806,D009222,0.2599939549263565
361533,D063806,D009223,0.4183599473850319
361534,D063806,D009224,0.3983199399025289
361537,D063806,D009408,0.373481684
361538,D063806,D009421,0.2072323815599374
361539,D063806,D009423,0.2309321659375455
361540,D063806,D009436,0.1807451096892495
361541,D063806,D009437,0.4715734475393634
361542,D063806,D009443,0.3479331200382115
361543,D063806,D009444,0.2817061185898413
361544,D063806,D009455,0.3570630933367743
361545,D063806,D009456,0.320710728611936
361547,D063806,D009461,0.4543055622671369
361549,D063806,D009468,0.4884921420214844
361557,D063806,D009886,0.2875423889673385
361559,D063806,D009901,0.182575658818062
361563,D063806,D010243,0.3601513907572462
361564,D063806,D010245,0.4245243350979596
361565,D063806,D010264,0.2995340720340226
361566,D063806,D010291,0.3104344818907486
361567,D063806,D010292,0.2738204134358587
361568,D063806,D010300,0.1722761006099664
361571,D063806,D010468,0.3238023777621093
361572,D063806,D010523,0.4445943308416772
361573,D063806,D010524,0.3980557771533118
361574,D063806,D010591,0.3793830365262766
361579,D063806,D010900,0.1881995387644914
361582,D063806,D011051,0.3526962620283234
361583,D063806,D011052,0.2916777095391016
361584,D063806,D011115,0.3840761203149704
