Disease,Drug
D020760,DB00758
D020760,DB00907
D020760,DB00492
D020760,DB01109
D020760,DB01275
D020760,DB01115
D020760,DB00275
D020760,DB09140
D013120,DB00541
D020758,DB00682
D016135,DB00564
D016135,DB00242
D016135,DB00158
D016135,DB01592
D016135,DB00333
D016135,DB00627
D016135,DB00252
D016135,DB00794
D016135,DB00755
D016135,DB00313
D016135,DB00162
D020754,DB00996
D020754,DB00230
D013132,DB00252
D013132,DB00981
D013132,DB00864
D013226,DB01048
D013226,DB00316
D013226,DB03128
D013226,DB06151
D013226,DB00518
D013226,DB00404
D013226,DB00594
D013226,DB01223
D013226,DB00321
D013226,DB00381
D013226,DB00543
D013226,DB00182
D013226,DB08799
D013226,DB00714
D013226,DB00126
D013226,DB00572
D013226,DB01061
D013226,DB00181
D013226,DB01156
D013226,DB00564
D013226,DB01413
D013226,DB00493
D013226,DB00438
D013226,DB01212
D013226,DB00608
D013226,DB00477
D013226,DB00122
D013226,DB00501
D013226,DB00537
D013226,DB00215
D013226,DB01211
D013226,DB01242
D013226,DB01068
D013226,DB00575
D013226,DB00907
D013226,DB00531
D013226,DB00091
D013226,DB00829
D013226,DB00988
D013226,DB00330
D013226,DB00292
D013226,DB00949
D013226,DB00574
D013226,DB01039
D013226,DB01216
D013226,DB01205
D013226,DB04841
D013226,DB00693
D013226,DB00472
D013226,DB01320
D013226,DB02530
D013226,DB01044
D013226,DB00143
D013226,DB00502
D013226,DB01159
D013226,DB01181
D013226,DB00328
D013226,DB00753
D013226,DB00677
D013226,DB00951
D013226,DB01221
D013226,DB00709
D013226,DB00555
D013226,DB01202
D013226,DB00281
D013226,DB14509
D013226,DB01601
D013226,DB00186
D013226,DB00934
D013226,DB00643
D013226,DB00474
D013226,DB00563
D013226,DB00683
D013226,DB00295
D013226,DB00435
D013226,DB00368
D013226,DB01165
D013226,DB00334
D013226,DB00776
D013226,DB00312
D013226,DB00780
D013226,DB01174
D013226,DB00252
D013226,DB00981
D013226,DB01085
D013226,DB00733
D013226,DB00396
D013226,DB00818
D013226,DB00165
D013226,DB00503
D013226,DB00747
D013226,DB00795
D013226,DB00864
D013226,DB00624
D013226,DB00277
D013226,DB00599
D013226,DB00906
D013226,DB00302
D013226,DB00831
D013226,DB00313
D013226,DB00661
D013226,DB01593
D013226,DB00909
D016750,DB00181
D016750,DB00982
D016750,DB00708
D013285,DB00297
D013285,DB00907
D013285,DB00677
D013285,DB00951
D013285,DB00281
D013285,DB01041
D013285,DB00313
D020955,DB01394
D020521,DB01418
D020521,DB00316
D020521,DB00819
D020521,DB00770
D020521,DB00182
D020521,DB00278
D020521,DB00126
D020521,DB01076
D020521,DB00195
D020521,DB00006
D020521,DB00188
D020521,DB01200
D020521,DB01156
D020521,DB00201
D020521,DB01136
D020521,DB00310
D020521,DB01166
D020521,DB00215
D020521,DB00758
D020521,DB00907
D020521,DB00318
D020521,DB01234
D020521,DB00586
D020521,DB00255
D020521,DB00343
D020521,DB00975
D020521,DB00822
D020521,DB00590
D020521,DB09075
D020521,DB00584
D020521,DB01240
D020521,DB00898
D020521,DB00158
D020521,DB00695
D020521,DB08964
D020521,DB01109
D020521,DB00999
D020521,DB00741
D020521,DB01005
D020521,DB01050
D020521,DB00270
D020521,DB00007
D020521,DB00367
D020521,DB00678
D020521,DB00603
D020521,DB01357
D020521,DB00331
D020521,DB00333
D020521,DB00563
D020521,DB01017
D020521,DB01183
D020521,DB00627
D020521,DB00184
D020521,DB01115
D020521,DB00393
D020521,DB01062
D020521,DB00715
D020521,DB00652
D020521,DB00806
D020521,DB00790
D020521,DB00397
D020521,DB14500
D020521,DB00175
D020521,DB00396
D020521,DB00782
D020521,DB00852
D020521,DB00881
D020521,DB00015
D020521,DB00140
D020521,DB00533
D020521,DB01105
D020521,DB00641
D020521,DB00669
D020521,DB00675
D020521,DB01041
D020521,DB09070
D020521,DB00208
D020521,DB00302
D020521,DB00752
D020521,DB00656
D020521,DB08814
D020521,DB00792
D020521,DB00661
D020521,DB00163
D020521,DB00682
D020521,DB04898
D053608,DB00414
D053608,DB00787
D053608,DB00321
D053608,DB00182
D053608,DB00572
D053608,DB00181
D053608,DB00564
D053608,DB01413
D053608,DB01112
D053608,DB00477
D053608,DB00501
D053608,DB01242
D053608,DB01068
D053608,DB00829
D053608,DB00822
D053608,DB00843
D053608,DB00898
D053608,DB00196
D053608,DB00623
D053608,DB00502
D053608,DB00458
D053608,DB01221
D053608,DB00186
D053608,DB00408
D053608,DB00653
D053608,DB00358
D053608,DB01065
D053608,DB00333
D053608,DB00563
D053608,DB01403
D053608,DB00295
D053608,DB01183
D053608,DB00312
D053608,DB00981
D053608,DB01069
D053608,DB00747
D053608,DB00795
D053608,DB00599
D053608,DB01607
D053608,DB00313
D053608,DB01080
D013341,DB01174
D013342,DB00477
D013342,DB00363
D013342,DB01151
D013342,DB00472
D013342,DB00623
D013342,DB00996
D013342,DB00422
D013342,DB00334
D013342,DB00734
D013342,DB00277
D013342,DB00831
D013342,DB00313
D013344,DB00811
D013345,DB00513
D013345,DB00182
D013345,DB00181
D013345,DB00559
D013345,DB00201
D013345,DB01166
D013345,DB00758
D013345,DB00907
D013345,DB01406
D013345,DB00746
D013345,DB01234
D013345,DB00975
D013345,DB00668
D013345,DB00898
D013345,DB00949
D013345,DB01109
D013345,DB00598
D013345,DB00235
D013345,DB00622
D013345,DB00184
D013345,DB00393
D013345,DB00727
D013345,DB00368
D013345,DB00935
D013345,DB00780
D013345,DB00388
D013345,DB00397
D013345,DB00252
D013345,DB00302
D013345,DB00752
D013345,DB00661
D013345,DB00682
D020206,DB01109
D013353,DB00415
D013353,DB00493
D013353,DB00446
D050798,DB00555
D050798,DB00776
D050798,DB00273
D013494,DB01118
D013494,DB04841
D013494,DB01235
D015173,DB00531
D015173,DB00541
D013547,DB00985
D013575,DB00918
D013575,DB00513
D013575,DB01118
D013575,DB00321
D013575,DB00381
D013575,DB00714
D013575,DB00335
D013575,DB00572
D013575,DB00436
D013575,DB00195
D013575,DB01200
D013575,DB00201
D013575,DB00564
D013575,DB00578
D013575,DB01150
D013575,DB00608
D013575,DB00477
D013575,DB01239
D013575,DB00537
D013575,DB00604
D013575,DB00215
D013575,DB01211
D013575,DB01068
D013575,DB00575
D013575,DB00758
D013575,DB00363
D013575,DB00907
D013575,DB00924
D013575,DB01151
D013575,DB00829
D013575,DB00975
D013575,DB00280
D013575,DB00841
D013575,DB00879
D013575,DB00584
D013575,DB00668
D013575,DB00187
D013575,DB00950
D013575,DB01195
D013575,DB00196
D013575,DB00687
D013575,DB00472
D013575,DB00695
D013575,DB00674
D013575,DB00502
D013575,DB00557
D013575,DB00808
D013575,DB01029
D013575,DB00883
D013575,DB01167
D013575,DB00598
D013575,DB01210
D013575,DB01235
D013575,DB00281
D013575,DB14509
D013575,DB00455
D013575,DB00678
D013575,DB00961
D013575,DB00371
D013575,DB00333
D013575,DB00968
D013575,DB01233
D013575,DB00264
D013575,DB00211
D013575,DB00238
D013575,DB00627
D013575,DB01115
D013575,DB00727
D013575,DB00325
D013575,DB00540
D013575,DB00334
D013575,DB01173
D013575,DB00935
D013575,DB00715
D013575,DB00738
D013575,DB00388
D013575,DB00397
D013575,DB00457
D013575,DB01599
D013575,DB00571
D013575,DB00852
D013575,DB00908
D013575,DB00468
D013575,DB00178
D013575,DB00863
D013575,DB00811
D013575,DB00734
D013575,DB00989
D013575,DB00489
D013575,DB00675
D013575,DB00966
D013575,DB00342
D013575,DB01041
D013575,DB00373
D013575,DB00656
D013575,DB00755
D013575,DB00313
D013575,DB00661
D019462,DB01200
D019462,DB00633
D019462,DB00668
D019462,DB00277
D000071057,DB09061
D000071057,DB00502
D000071057,DB11915
D013651,DB00819
D013651,DB00714
D013651,DB00972
D013651,DB00181
D013651,DB00564
D013651,DB01178
D013651,DB00537
D013651,DB01211
D013651,DB01190
D013651,DB00907
D013651,DB00250
D013651,DB00997
D013651,DB00584
D013651,DB01628
D013651,DB00544
D013651,DB06786
D013651,DB00999
D013651,DB00982
D013651,DB00709
D013651,DB00448
D013651,DB00281
D013651,DB14509
D013651,DB00763
D013651,DB00563
D013651,DB00916
D013651,DB00211
D013651,DB00238
D013651,DB01229
D013651,DB00213
D013651,DB00738
D013651,DB00812
D013651,DB00268
D013651,DB00857
D013651,DB00759
D013651,DB00495
D013651,DB01198
D024801,DB00518
D024801,DB00443
D024801,DB04540
D024801,DB00694
D024801,DB09241
D024801,DB01229
D018781,DB00321
D018781,DB00448
D018781,DB01065
D018781,DB00627
D018781,DB00780
D018781,DB00669
D018781,DB00313
D013746,DB00479
D013746,DB00626
D013746,DB01164
D013746,DB00343
D013746,DB00841
D013746,DB00529
D013746,DB00695
D013746,DB00448
D013746,DB00653
D013746,DB01233
D013746,DB00994
D013746,DB01115
D013746,DB01421
D013746,DB01174
D013746,DB00252
D013786,DB01080
D020429,DB00252
D013981,DB06288
D013981,DB01238
D013981,DB00201
D013981,DB00564
D013981,DB00215
D013981,DB01068
D013981,DB00575
D013981,DB00363
D013981,DB00907
D013981,DB01151
D013981,DB01576
D013981,DB00472
D013981,DB00176
D013981,DB01018
D013981,DB00502
D013981,DB01235
D013981,DB00422
D013981,DB01165
D013981,DB01186
D013981,DB00850
D013981,DB00413
D013981,DB00860
D013981,DB01367
D013981,DB00734
D013981,DB01104
D013981,DB00679
D013981,DB00313
D020323,DB00472
D020323,DB00502
D020323,DB00422
D020323,DB00704
D020323,DB00184
D020323,DB00540
D020323,DB00497
D020323,DB00715
D014012,DB00321
D014012,DB00207
D014012,DB09096
D014012,DB00297
D014012,DB01156
D014012,DB00389
D014012,DB00537
D014012,DB00515
D014012,DB01190
D014012,DB01242
D014012,DB00531
D014012,DB00746
D014012,DB01234
D014012,DB01142
D014012,DB00997
D014012,DB00668
D014012,DB00199
D014012,DB00452
D014012,DB00695
D014012,DB01050
D014012,DB00458
D014012,DB00709
D014012,DB00281
D014012,DB00603
D014012,DB00784
D014012,DB00358
D014012,DB00916
D014012,DB01017
D014012,DB00788
D014012,DB00994
D014012,DB00955
D014012,DB00238
D014012,DB00393
D014012,DB01229
D014012,DB00008
D014012,DB00022
D014012,DB00806
D014012,DB00780
D014012,DB00252
D014012,DB00635
D014012,DB00571
D014012,DB00550
D014012,DB00344
D014012,DB00468
D014012,DB00863
D014012,DB00811
D014012,DB00296
D014012,DB00936
D014012,DB00649
D014012,DB01082
D014012,DB00263
D014012,DB00669
D014012,DB00864
D014012,DB01056
D014012,DB00313
D014012,DB00661
D014012,DB00541
D014012,DB00361
D014012,DB00943
D015845,DB00653
D015845,DB00468
D005879,DB00915
D005879,DB01238
D005879,DB09061
D005879,DB00564
D005879,DB01242
D005879,DB01068
D005879,DB00575
D005879,DB12161
D005879,DB01576
D005879,DB00647
D005879,DB00470
D005879,DB00472
D005879,DB00176
D005879,DB00502
D005879,DB01202
D005879,DB00422
D005879,DB01183
D005879,DB00704
D005879,DB00184
D005879,DB00334
D005879,DB00497
D005879,DB01174
D005879,DB01100
D005879,DB00734
D005879,DB00747
D005879,DB04844
D005879,DB11915
D016781,DB01234
D016781,DB00205
D016781,DB00359
D014125,DB00860
D020196,DB00818
D014202,DB00819
D014202,DB00787
D014202,DB00640
D014202,DB01001
D014202,DB00915
D014202,DB01118
D014202,DB06288
D014202,DB00321
D014202,DB00714
D014202,DB00335
D014202,DB00572
D014202,DB13746
D014202,DB00810
D014202,DB01200
D014202,DB01156
D014202,DB00490
D014202,DB00201
D014202,DB00564
D014202,DB00190
D014202,DB00748
D014202,DB00438
D014202,DB00482
D014202,DB00477
D014202,DB00501
D014202,DB00568
D014202,DB00537
D014202,DB00215
D014202,DB01407
D014202,DB01242
D014202,DB01068
D014202,DB00575
D014202,DB00363
D014202,DB00907
D014202,DB09130
D014202,DB09131
D014202,DB00091
D014202,DB00434
D014202,DB00987
D014202,DB00970
D014202,DB00694
D014202,DB01151
D014202,DB00514
D014202,DB00829
D014202,DB01396
D014202,DB01075
D014202,DB00822
D014202,DB00841
D014202,DB00988
D014202,DB00997
D014202,DB00470
D014202,DB06262
D014202,DB00668
D014202,DB00199
D014202,DB00898
D014202,DB00593
D014202,DB00292
D014202,DB00949
D014202,DB01288
D014202,DB00813
D014202,DB00196
D014202,DB01205
D014202,DB04841
D014202,DB00472
D014202,DB00623
D014202,DB00176
D014202,DB00996
D014202,DB00674
D014202,DB00502
D014202,DB05381
D014202,DB01611
D014202,DB01598
D014202,DB00458
D014202,DB00328
D014202,DB00332
D014202,DB00753
D014202,DB00677
D014202,DB11757
D014202,DB01167
D014202,DB01221
D014202,DB01026
D014202,DB00598
D014202,DB00555
D014202,DB01202
D014202,DB01235
D014202,DB00589
D014202,DB14509
D014202,DB14507
D014202,DB00653
D014202,DB00934
D014202,DB00657
D014202,DB00603
D014202,DB01065
D014202,DB00814
D014202,DB01043
D014202,DB00454
D014202,DB00933
D014202,DB13520
D014202,DB00333
D014202,DB00703
D014202,DB00563
D014202,DB00968
D014202,DB00422
D014202,DB00959
D014202,DB01233
D014202,DB00264
D014202,DB00916
D014202,DB00379
D014202,DB06148
D014202,DB00683
D014202,DB01017
D014202,DB00648
D014202,DB01204
D014202,DB01203
D014202,DB01183
D014202,DB00704
D014202,DB01400
D014202,DB00184
D014202,DB00325
D014202,DB00585
D014202,DB00540
D014202,DB01165
D014202,DB00334
D014202,DB00904
D014202,DB00776
D014202,DB01580
D014202,DB00497
D014202,DB01626
D014202,DB00715
D014202,DB00487
D014202,DB00183
D014202,DB00652
D014202,DB00312
D014202,DB00806
D014202,DB01186
D014202,DB04930
D014202,DB00850
D014202,DB00780
D014202,DB01174
D014202,DB03255
D014202,DB00925
D014202,DB00397
D014202,DB00252
D014202,DB00981
D014202,DB01085
D014202,DB05316
D014202,DB01100
D014202,DB00960
D014202,DB00670
D014202,DB00554
D014202,DB14500
D014202,DB00457
D014202,DB00635
D014202,DB00230
D014202,DB00794
D014202,DB01035
D014202,DB00721
D014202,DB01366
D014202,DB00387
D014202,DB00392
D014202,DB00420
D014202,DB00818
D014202,DB00571
D014202,DB00344
D014202,DB00852
D014202,DB00409
D014202,DB00206
D014202,DB00734
D014202,DB00867
D014202,DB00989
D014202,DB00296
D014202,DB00747
D014202,DB01037
D014202,DB01104
D014202,DB00489
D014202,DB00708
D014202,DB00391
D014202,DB00382
D014202,DB00864
D014202,DB00675
D014202,DB00871
D014202,DB00342
D014202,DB01041
D014202,DB00277
D014202,DB00679
D014202,DB01623
D014202,DB00373
D014202,DB09536
D014202,DB00273
D014202,DB00752
D014202,DB00656
D014202,DB00831
D014202,DB00376
D014202,DB00809
D014202,DB00313
D014202,DB00661
D014202,DB00541
D014202,DB01392
D014202,DB01593
D014202,DB00909
D020433,DB00297
D020433,DB01156
D020433,DB00813
D020433,DB00358
D020433,DB00541
D014277,DB00181
D014277,DB01200
D014277,DB06774
D014277,DB00564
D014277,DB00390
D014277,DB01184
D014277,DB00996
D014277,DB00698
D014277,DB00776
D014277,DB03255
D014277,DB00252
D014277,DB00697
D014313,DB06288
D014313,DB01156
D014313,DB00829
D014313,DB01075
D014313,DB00813
D014313,DB00472
D014313,DB01159
D014313,DB00753
D014313,DB01221
D014313,DB01233
D014313,DB00379
D014313,DB01400
D014313,DB01337
D014313,DB00850
D014313,DB00818
D014313,DB01236
D014313,DB00202
D014313,DB00708
D020432,DB00996
D016862,DB01165
D020306,DB00330
D020306,DB00951
D020306,DB00339
D020306,DB01045
D020306,DB01082
D014390,DB00951
D014390,DB00339
D014390,DB01045
D014390,DB01082
D014402,DB01590
D014402,DB00877
D014402,DB06287
D014402,DB01080
D020176,DB00855
D020176,DB00564
D020176,DB00348
D020424,DB01017
D020424,DB00252
D014474,DB00802
D014474,DB00993
D014474,DB00181
D014474,DB00564
D014474,DB00395
D014474,DB00403
D014474,DB01239
D014474,DB00215
D014474,DB00575
D014474,DB00363
D014474,DB00907
D014474,DB00829
D014474,DB00586
D014474,DB00843
D014474,DB00668
D014474,DB00199
D014474,DB00898
D014474,DB00813
D014474,DB01205
D014474,DB08964
D014474,DB01221
D014474,DB14509
D014474,DB00836
D014474,DB00961
D014474,DB00331
D014474,DB00563
D014474,DB00524
D014474,DB00683
D014474,DB00834
D014474,DB00295
D014474,DB01183
D014474,DB00715
D014474,DB00312
D014474,DB00780
D014474,DB00981
D014474,DB00457
D014474,DB00750
D014474,DB00899
D014474,DB00864
D014474,DB00599
D014474,DB00193
D014474,DB00313
D014474,DB00661
D014474,DB01392
D020194,DB01202
D020194,DB00794
D020194,DB00273
D020194,DB00313
D020194,DB00909
D001750,DB00181
D001750,DB01019
D001750,DB00297
D001750,DB01043
D001750,DB00563
D001750,DB01438
D001750,DB00925
D001750,DB00252
D001750,DB00794
D001750,DB00313
D001750,DB00541
D014607,DB00572
D014607,DB00959
D014607,DB01024
D014607,DB00022
D014607,DB15566
D014607,DB00635
D014607,DB00811
D020421,DB00572
D020421,DB00541
D014653,DB00907
D014653,DB00247
D014653,DB00435
D014653,DB00397
D014653,DB00571
D020293,DB00182
D020293,DB00907
D020293,DB01234
D020293,DB00763
D020293,DB00422
D020293,DB09140
D020293,DB00397
D020293,DB00550
D020293,DB00864
D020301,DB00513
D020301,DB00182
D020301,DB00559
D020301,DB01200
D020301,DB00921
D020301,DB00349
D020301,DB00907
D020301,DB00987
D020301,DB01234
D020301,DB00633
D020301,DB01396
D020301,DB00841
D020301,DB00988
D020301,DB01240
D020301,DB00783
D020301,DB00502
D020301,DB01050
D020301,DB00328
D020301,DB00270
D020301,DB01065
D020301,DB00235
D020301,DB00622
D020301,DB00393
D020301,DB00325
D020301,DB09140
D020301,DB00935
D020301,DB01113
D020301,DB00925
D020301,DB00388
D020301,DB00252
D020301,DB00728
D020301,DB00661
D020301,DB00541
D014715,DB00819
D014715,DB00758
D014715,DB00907
D014715,DB00584
D014715,DB01109
D014715,DB00603
D014717,DB06736
D014717,DB01118
D014717,DB00637
D014717,DB00181
D014717,DB06698
D014717,DB00564
D014717,DB00578
D014717,DB00567
D014717,DB00475
D014717,DB00501
D014717,DB00568
D014717,DB00575
D014717,DB01234
D014717,DB00711
D014717,DB11273
D014717,DB13345
D014717,DB00985
D014717,DB00975
D014717,DB00696
D014717,DB04841
D014717,DB00544
D014717,DB00472
D014717,DB00452
D014717,DB00695
D014717,DB00327
D014717,DB01611
D014717,DB00328
D014717,DB00951
D014717,DB00982
D014717,DB01167
D014717,DB01221
D014717,DB00848
D014717,DB00281
D014717,DB14509
D014717,DB00737
D014717,DB00603
D014717,DB00358
D014717,DB00371
D014717,DB00563
D014717,DB00422
D014717,DB00247
D014717,DB01233
D014717,DB01011
D014717,DB00683
D014717,DB01017
D014717,DB00295
D014717,DB00486
D014717,DB00984
D014717,DB01115
D014717,DB00727
D014717,DB00497
D014717,DB06412
D014717,DB01229
D014717,DB00022
D014717,DB00652
D014717,DB00806
D014717,DB00252
D014717,DB00550
D014717,DB00811
D014717,DB00503
D014717,DB01082
D014717,DB00263
D014717,DB01041
D014717,DB00679
D014717,DB00208
D014717,DB00519
D014717,DB00943
D020338,DB00537
D020338,DB01050
D020338,DB00863
D000160,DB00994
D000160,DB00540
D000160,DB01113
D000160,DB01082
D014786,DB00915
D014786,DB01118
D014786,DB00321
D014786,DB00964
D014786,DB01238
D014786,DB00572
D014786,DB01200
D014786,DB00297
D014786,DB00564
D014786,DB00262
D014786,DB00482
D014786,DB00608
D014786,DB00537
D014786,DB00515
D014786,DB00215
D014786,DB01242
D014786,DB00575
D014786,DB00363
