Disease1,Disease2,Sim_score
D003390,D020422,0.2802278862623232
D003390,D020423,0.24614371190034356
D003390,D020424,0.21950404924314246
D003390,D020425,0.19257985046297119
D003390,D020426,0.2407714194794343
D003390,D020427,0.19557681272447056
D003390,D020428,0.18563717619331624
D003390,D020429,0.20617183134194889
D003390,D020430,0.16863423834047103
D003390,D020431,0.4838311510258399
D003390,D020432,0.458216971
D003390,D020433,0.5164624449470689
D003390,D020435,0.459594217
D003390,D020437,0.47291306512348436
D003390,D020447,0.20143295960084312
D003390,D020511,0.2533847544321388
D003390,D020512,0.15017741614240387
D003390,D020513,0.13959963762341077
D003390,D020514,0.1577023296250385
D003390,D020521,0.2409859468892855
D003390,D020528,0.16113372534398956
D003390,D020529,0.17786482526978095
D003390,D020720,0.14975321513849763
D003390,D020721,0.2093642817698115
D003390,D020734,0.23587064440014646
D003390,D020752,0.2275108410015129
D003390,D020754,0.18544423455522493
D003390,D020758,0.17498237966132613
D003390,D020760,0.16193197889645816
D003390,D020762,0.13188271302748522
D003390,D020765,0.23514433380862537
D003390,D020766,0.17798592358166845
D003390,D020767,0.18864162070382356
D003390,D020773,0.23416649051408583
D003390,D020774,0.1425589642310184
D003390,D020779,0.12319247158401843
D003390,D020786,0.16388232832307326
D003390,D020795,0.15030486170794136
D003390,D020802,0.15538960299432245
D003390,D020803,0.15424108968238742
D003390,D020804,0.13138752632441728
D003390,D020814,0.1276477855814248
D003390,D020818,0.12454958417437087
D003390,D020819,0.18573591872381998
D003390,D020820,0.2428269817277974
D003390,D020821,0.1977010021525492
D003390,D020828,0.1310736654706156
D003390,D020833,0.14806064699885593
D003390,D020852,0.1482819591652537
D003390,D020879,0.2405317247573382
D003390,D020886,0.21719999180661298
D003390,D020914,0.19050370981919124
D003390,D020915,0.14546899549605488
D003390,D020919,0.23457305467471765
D003390,D020920,0.24524573780209216
D003390,D020921,0.16394144987919748
D003390,D020922,0.13101280590651387
D003390,D020923,0.16998993477475194
D003390,D020925,0.17821263607638618
D003390,D020936,0.13929820300500334
D003390,D020937,0.11536099668325965
D003390,D020938,0.12140839047028132
D003390,D020941,0.1311675044150414
D003390,D020945,0.14593438756242405
D003390,D020953,0.13465225744771656
D003390,D020955,0.11626557883184307
D003390,D020961,0.16866358791915986
D003390,D020966,0.24731840763700821
D003390,D020967,0.21933293703233336
D003390,D024801,0.24902583760569558
D003390,D025962,0.13886963296117769
D003390,D029241,0.4068734818940275
D003390,D029242,0.4328256056462731
D003390,D029461,0.11445155381743075
D003390,D034062,0.12408196370817956
D003390,D034081,0.14109812932527868
D003390,D034381,0.23410738519280194
D003390,D038223,0.15054917292700537
D003390,D038642,0.1465295862829458
D003390,D038901,0.20381104855733265
D003390,D039141,0.14425535133488337
D003390,D046088,0.14925625773738643
D003390,D046089,0.13769121510444038
D003390,D046608,0.13210097855614825
D003390,D046648,0.1313880439168606
D003390,D047748,0.15648068100058704
D003390,D049288,0.16688821113892433
D003390,D049290,0.10122867042964842
D003390,D049310,0.14814806914457557
D003390,D049912,0.20421135236235463
D003390,D050798,0.1250529506562159
D003390,D051270,0.22303977205846565
D003390,D051271,0.18105534350482447
D003390,D051298,0.13841375904034656
D003390,D051299,0.14545320558193475
D003390,D051302,0.12121137706636734
D003390,D051303,0.18103460967205354
D003390,D051474,0.1937776042334752
D003390,D052120,0.12106684672157424
D003390,D052245,0.1376923457821284
D003390,D052516,0.16430307076085732
D003390,D052517,0.10876887111803712
D003390,D052536,0.10986401334852976
D003390,D052537,0.1127562076242681
D003390,D052556,0.14213202944016745
D003390,D052879,0.12513476248133776
D003390,D052880,0.1519698060499084
D003390,D052919,0.10825992571011403
D003390,D052958,0.1898673380282196
D003390,D053421,0.18134722000527917
D003390,D053578,0.4400510307326864
D003390,D053608,0.14980254401072346
D003390,D053609,0.1451582780537773
D003390,D054000,0.14654806455948866
D003390,D054038,0.15529017186947416
D003390,D054062,0.15964668892951436
D003390,D054078,0.12500040165033052
D003390,D054080,0.12337440700671991
D003390,D054081,0.1667795000706654
D003390,D054082,0.15391769483005785
D003390,D054091,0.12994510424916866
D003390,D054220,0.21944148329048221
D003390,D054319,0.12073750166352996
D003390,D054546,0.12451731941744862
D003390,D054969,0.22062037475168647
D003390,D054970,0.12908037651977622
D003390,D054971,0.19987321709515646
D003390,D054972,0.14126377606534843
D003390,D054975,0.31489083363835124
D003390,D055154,0.16159069127672798
D003390,D055577,0.10963350397852208
D003390,D055622,0.13842404726690075
D003390,D055756,0.3959988195831273
D003390,D055948,0.1709873048796524
D003390,D055953,0.14073940650056918
D003390,D055955,0.12383652693955263
D003390,D055956,0.10987177040448845
D003390,D055958,0.14507737074443658
D003390,D056768,0.14115218376991776
D003390,D056784,0.2463653329401439
D003390,D056806,0.17044143475429224
D003390,D057174,0.18341315198200223
D003390,D057177,0.22085559403974364
D003390,D057178,0.11711993253994617
D003390,D057180,0.17035890602201076
D003390,D057774,0.11659222268239769
D003390,D058088,0.11943498513475301
D003390,D058494,0.12960855933532506
D003390,D058496,0.13331832805432015
D003390,D058502,0.12161964307013118
D003390,D058627,0.13950254971296097
D003390,D058923,0.13667365787854685
D003390,D059348,0.234556464
D003390,D059409,0.14192926578873005
D003390,D060486,0.3762652383040126
D003390,D060545,0.1522596838418778
D003390,D060705,0.131159423
D003390,D061219,0.3941935889382493
D003390,D061220,0.3986113868883021
D003390,D061221,0.454886357
D003390,D061222,0.41985448557507155
D003390,D061223,0.4804569500509679
D003390,D061224,0.4595479832037498
D003390,D061226,0.43957503455613256
D003390,D061228,0.42162033327863224
D003390,D061247,0.3932371787513796
D003390,D061285,0.3894214817550553
D003390,D061287,0.39477717744859875
D003390,D063205,0.12081326761084918
D003390,D063806,0.17426938452043136
D003390,D064128,0.11499306326182315
D003390,D065166,0.12056378229292841
D003390,D065703,0.2070062911834925
D003390,D065704,0.14349783764039115
D003390,D065705,0.111376628
D003390,D065706,0.11688649146965917
D003390,D065707,0.1147970826568924
D003390,D065708,0.11640842571890178
D003390,D065768,0.13499001718725948
D003410,D000160,0.1507280041072548
D003410,D000699,0.26289854602091706
D003410,D000795,0.2617375136398844
D003410,D000857,0.2567943001366684
D003410,D001750,0.2683022064600745
D003410,D002527,0.2322007720025661
D003410,D002532,0.14825096536077273
D003410,D002534,0.14795043297352473
D003410,D002537,0.14290069204923755
D003410,D002538,0.27851988939101985
D003410,D002542,0.15473956891081111
D003410,D002546,0.14475588067074643
D003410,D002549,0.11394237629647222
D003410,D003294,0.25229731402798466
D003410,D003616,0.256379581
D003410,D003635,0.5585763638975237
D003410,D003638,0.2715751970813332
D003410,D003639,0.22951261831565298
D003410,D003655,0.27495839817946227
D003410,D003693,0.3868844069344826
D003410,D003704,0.18954422647473715
D003410,D003711,0.20062995557388627
D003410,D003882,0.12953613553604987
D003410,D003929,0.15251711124622272
D003410,D004172,0.24936800444838242
D003410,D004314,0.6305852989061106
D003410,D004370,0.25496606248633114
D003410,D004393,0.13750654417588143
D003410,D004401,0.3408318608221053
D003410,D004402,0.26799681536436376
D003410,D004408,0.21118732407559987
D003410,D004409,0.2516300028415105
D003410,D004410,0.3751820492443561
D003410,D004411,0.3300619809843054
D003410,D004421,0.2737390821771842
D003410,D004422,0.2548652203532199
D003410,D004454,0.3060250423553883
D003410,D004652,0.11070065697227452
D003410,D004660,0.1782229300990481
D003410,D004670,0.10462185964602697
D003410,D004671,0.14404052627980263
D003410,D004672,0.11366972428945295
D003410,D004673,0.11424665500664943
D003410,D004674,0.10570400037351883
D003410,D004675,0.1142235470883773
D003410,D004677,0.28506613799441094
D003410,D004678,0.1277576452437151
D003410,D004679,0.14822094154079063
D003410,D004681,0.13396982660333584
D003410,D004683,0.11315061537745119
D003410,D004684,0.10576011789974471
D003410,D004685,0.10559570884455691
D003410,D004827,0.1850137654287907
D003410,D004828,0.15665922503206686
D003410,D004829,0.15544270017596343
D003410,D004830,0.12386511432806435
D003410,D004831,0.12929521643881675
D003410,D004832,0.12112098550354941
D003410,D004833,0.13746070410249653
D003410,D004834,0.11198338212278783
D003410,D004948,0.11773583471112839
D003410,D005099,0.11399846137563603
D003410,D005126,0.11612934782430047
D003410,D005129,0.12261406075746932
D003410,D005131,0.1546642196716332
D003410,D005150,0.1145842026086999
D003410,D005151,0.17576043785537193
D003410,D005155,0.16499030181391616
D003410,D005156,0.15312218306334519
D003410,D005158,0.2691128713843897
D003410,D005207,0.23016299021253445
D003410,D005356,0.1340715642833616
D003410,D005600,0.5432196942758489
D003410,D005621,0.2658571636893774
D003410,D005645,0.21979572884373844
D003410,D005693,0.267140553
D003410,D005733,0.2774657060952107
D003410,D005776,0.27186817927409995
D003410,D005862,0.3112638670890212
D003410,D005879,0.28102411662967675
D003410,D006009,0.2555778502477006
D003410,D006014,0.21378140863200418
D003410,D006211,0.24468616001260068
D003410,D006212,0.39130982428080696
D003410,D006250,0.2250141021531717
D003410,D006311,0.32091146633171186
D003410,D006312,0.2281400706690142
D003410,D006313,0.2002447200940721
D003410,D006314,0.23684990970789954
D003410,D006315,0.193923268
D003410,D006316,0.21659632251634314
D003410,D006317,0.24407522601430812
D003410,D006319,0.2742714088527647
D003410,D006407,0.12280201534698787
D003410,D006408,0.1391609990231491
D003410,D006423,0.23387297299216098
D003410,D006429,0.2747115785666873
D003410,D006501,0.13487824473967278
D003410,D006527,0.2745373213238657
D003410,D006610,0.11347999071091294
D003410,D006623,0.16798572798660358
D003410,D006685,0.24034974121402555
D003410,D006712,0.25173197150210747
D003410,D006732,0.2317566564157389
D003410,D006816,0.31531236353962244
D003410,D006832,0.2575136514269591
D003410,D006849,0.15375960470005595
D003410,D006850,0.11569368892503447
D003410,D006930,0.26378893714687945
D003410,D006941,0.22451655930398734
D003410,D006948,0.25259886173030355
D003410,D006964,0.14974389843501004
D003410,D006966,0.11748708725405524
D003410,D006970,0.16526232022794524
D003410,D006987,0.24185256055400467
D003410,D007018,0.13667940468804812
D003410,D007024,0.15865236574365404
D003410,D007027,0.1863599698914068
D003410,D007029,0.15948179655209332
D003410,D007088,0.3877392380171238
D003410,D007177,0.11481725476043776
D003410,D007319,0.1657763059092365
D003410,D007331,0.31804465511620295
D003410,D007572,0.14159594366559725
D003410,D007625,0.21334632282231153
D003410,D007647,0.18509676185786275
D003410,D007706,0.46068596479169804
D003410,D007729,0.11082808543592096
D003410,D007805,0.3708360577422276
D003410,D007806,0.4402497555959174
D003410,D007849,0.4217199135671355
D003410,D007859,0.41255616000998635
D003410,D007888,0.24869909446028932
D003410,D007926,0.4714634606856862
D003410,D007965,0.2414291917694485
D003410,D007966,0.24466312861344122
D003410,D007968,0.11398939208633677
D003410,D007969,0.1842356654867786
D003410,D008216,0.11201421115549741
D003410,D008337,0.12725516073649518
D003410,D008338,0.11166742083117123
D003410,D008375,0.255498036
D003410,D008440,0.11089046978939887
D003410,D008446,0.15671081983451443
D003410,D008538,0.10833944977034857
D003410,D008556,0.11419778385257014
D003410,D008569,0.43115551209189523
D003410,D008577,0.15997284946785156
D003410,D008579,0.14377538738017578
D003410,D008580,0.23048711944511605
D003410,D008581,0.1808447474956738
D003410,D008582,0.11847640448516099
D003410,D008583,0.11382122343728693
D003410,D008584,0.10892801004197006
D003410,D008585,0.12626158740627602
D003410,D008586,0.11793306891739559
D003410,D008587,0.12995520127580495
D003410,D008588,0.28018532304710153
D003410,D008590,0.13067221846558502
D003410,D008591,0.2834520359787276
D003410,D008607,0.6259797123726687
D003410,D008831,0.27519706698776947
D003410,D008881,0.15045467402407833
D003410,D009069,0.20324514892923812
D003410,D009072,0.11557783519238088
D003410,D009081,0.24654074288863712
D003410,D009103,0.16058935334590332
D003410,D009120,0.2394538561783725
D003410,D009122,0.28601507576934354
D003410,D009123,0.2541991422539029
D003410,D009127,0.23139280805790818
D003410,D009128,0.25359299845473215
D003410,D009133,0.2740381827746231
D003410,D009134,0.12697537665033537
D003410,D009135,0.19974632351585225
D003410,D009136,0.33287559963159785
D003410,D009155,0.3322022034655032
D003410,D009157,0.14353416627652502
D003410,D009187,0.16303687771711114
D003410,D009188,0.12432668631708943
D003410,D009207,0.25669908413141307
D003410,D009220,0.158777079
D003410,D009222,0.23844376060386666
D003410,D009223,0.28316075931705653
D003410,D009224,0.25889675550398733
D003410,D009290,0.1472859928582888
D003410,D009347,0.10449139298519898
D003410,D009408,0.15778405067003784
D003410,D009421,0.3777220498584573
D003410,D009423,0.21524572050459923
D003410,D009436,0.33904113505377087
D003410,D009437,0.1868408845882637
D003410,D009443,0.13863895049666386
D003410,D009444,0.10912329562696124
D003410,D009455,0.15353931036008484
D003410,D009456,0.30421042358306033
D003410,D009459,0.11391528349478361
D003410,D009461,0.4205495497003698
D003410,D009464,0.12907865587666698
D003410,D009468,0.2261340564256249
D003410,D009471,0.11101185896714849
D003410,D009472,0.2646540655078825
D003410,D009477,0.2930762089458706
D003410,D009494,0.1220297184760611
D003410,D009542,0.2619467145130063
D003410,D009759,0.13723250997519507
D003410,D009800,0.40031668507140583
D003410,D009849,0.24212838735736403
D003410,D009886,0.26927533102849793
D003410,D009896,0.1385884777061072
D003410,D009901,0.16890773196090747
D003410,D009902,0.1396270065171532
D003410,D009917,0.11807864304395148
D003410,D010211,0.12757260180125723
D003410,D010243,0.3335577417346631
D003410,D010245,0.26851259618954676
D003410,D010264,0.2771780711621471
D003410,D010291,0.28511527699721495
D003410,D010292,0.2538626861589894
D003410,D010300,0.16066534290305018
D003410,D010301,0.10762833786438124
D003410,D010302,0.1322753630148083
D003410,D010468,0.43785724074097293
D003410,D010523,0.20378369546272315
D003410,D010524,0.17902731267893443
D003410,D010591,0.34690393866331537
D003410,D010661,0.28624825020584665
D003410,D010845,0.12056395338922155
D003410,D010871,0.11185326067864546
D003410,D010899,0.11479462221573009
D003410,D010900,0.1757698108714944
D003410,D010911,0.1485641441546979
D003410,D011007,0.11320620812991297
D003410,D011051,0.1453805269964237
D003410,D011052,0.10934980737208422
D003410,D011115,0.16558852067471325
D003410,D011128,0.11500724441796979
D003410,D011129,0.1457361507378979
D003410,D011218,0.5539141555203286
D003410,D011304,0.21830697129486082
D003410,D011557,0.11260581063513916
D003410,D011559,0.12266007504742818
D003410,D011595,0.37571790404600974
D003410,D011596,0.4220136803728976
D003410,D011681,0.28296973817664667
D003410,D011782,0.26862311328122496
D003410,D011843,0.1295464268825831
D003410,D012001,0.21184563167453868
D003410,D012019,0.12231901094281301
D003410,D012021,0.2747754007250717
D003410,D012035,0.25069753474645584
D003410,D012133,0.23797134978001652
D003410,D012148,0.14535951517821755
D003410,D012202,0.11255092187839533
D003410,D012415,0.5148128574819328
D003410,D012497,0.2318852634711722
D003410,D012585,0.15172198206967566
D003410,D012607,0.24053713594775622
D003410,D012608,0.1196092681125636
D003410,D012618,0.2024875878651784
D003410,D012640,0.32005501959540933
D003410,D012678,0.35934997645038746
D003410,D012791,0.1072550914654763
D003410,D012851,0.12126050611202852
D003410,D012887,0.15977608081851932
D003410,D012891,0.18050960414389844
D003410,D012892,0.16840254409406208
D003410,D012893,0.24437163153873928
D003410,D013009,0.13773395315415538
D003410,D013035,0.2756540928622503
D003410,D013036,0.1193609075348521
D003410,D013064,0.4141297201753452
D003410,D013106,0.30871606989075306
D003410,D013117,0.1376924951214965
D003410,D013118,0.19504550980954338
D003410,D013119,0.16381238297938852
D003410,D013120,0.13935014440979385
D003410,D013132,0.3108063527644022
D003410,D013226,0.2684745358682809
D003410,D013285,0.14842782450624598
D003410,D013341,0.156425141
D003410,D013342,0.35547757433443794
D003410,D013344,0.11121617262058883
D003410,D013345,0.15201095977466877
D003410,D013349,0.11180210908672812
D003410,D013353,0.11205072056152968
D003410,D013354,0.11588407101551641
D003410,D013494,0.22437843545210656
D003410,D013547,0.11585774009759271
D003410,D013575,0.38702003571647203
D003410,D013595,0.12630820529952597
D003410,D013606,0.10763817018245872
D003410,D013631,0.2381236988538713
D003410,D013641,0.10906309270272022
D003410,D013651,0.25142710623014236
D003410,D013661,0.24961530597584355
D003410,D013700,0.12549977860618594
D003410,D013746,0.23963748889270087
D003410,D013786,0.11664757484995594
D003410,D013901,0.11610778856891561
D003410,D013981,0.139065813
D003410,D014012,0.2542534196841876
D003410,D014125,0.19432155199470885
D003410,D014202,0.2651701508191237
D003410,D014277,0.1289196901751865
D003410,D014313,0.2328888434407305
D003410,D014390,0.12829411342909167
D003410,D014402,0.2948608895453263
D003410,D014474,0.4337119429209914
D003410,D014607,0.11666821899178648
D003410,D014653,0.11101955824872296
D003410,D014715,0.12921798515151417
D003410,D014717,0.27660202595846245
D003410,D014786,0.31183200892501184
D003410,D014826,0.25152601782317596
D003410,D014832,0.28070474959348024
D003410,D014854,0.10787237938504708
D003410,D014884,0.11639122373496344
D003410,D014899,0.11141545099376941
D003410,D014901,0.11828982284917797
D003410,D014929,0.39019578948679945
D003410,D015051,0.11197570019288103
D003410,D015140,0.12945717148292368
D003410,D015161,0.10763494486657288
D003410,D015173,0.16733916346212807
D003410,D015174,0.1101394743879831
D003410,D015175,0.11208317945282276
D003410,D015192,0.14687982423131224
D003410,D015211,0.40622090191032284
D003410,D015324,0.21829831620388213
D003410,D015325,0.4436709651622066
D003410,D015354,0.24180324494862065
D003410,D015417,0.3025690551236606
D003410,D015418,0.27997869348650617
D003410,D015419,0.2720464150279094
D003410,D015493,0.11178668736384254
D003410,D015518,0.5079193932908831
D003410,D015594,0.11276182317772379
D003410,D015624,0.11054942182470373
D003410,D015673,0.12551645309936313
D003410,D015807,0.11480375010341828
D003410,D015835,0.1734184593980114
D003410,D015840,0.11875252806375092
D003410,D015845,0.22981374172865593
D003410,D015877,0.2560020103299224
D003410,D016098,0.24506098226241863
D003410,D016135,0.30011844400260485
D003410,D016136,0.26651836842892324
D003410,D016137,0.23374314885685568
D003410,D016142,0.49325237365011976
D003410,D016262,0.10775390919519315
D003410,D016472,0.16560707749855907
D003410,D016489,0.14765677320503334
D003410,D016518,0.259362029
D003410,D016532,0.46451003834230536
D003410,D016537,0.23144175413597554
D003410,D016603,0.1097986189223951
D003410,D016643,0.11639510873194932
D003410,D016697,0.10921852414783917
D003410,D016750,0.1118401133682233
D003410,D016779,0.11198669806812697
D003410,D016781,0.11322009143374226
D003410,D016862,0.10829788448338853
D003410,D016878,0.4155789116857685
D003410,D016919,0.11176493925231361
D003410,D016920,0.1570668647787398
D003410,D016921,0.12300083032979084
D003410,D017029,0.11314806184572948
D003410,D017034,0.11120794453861194
D003410,D017036,0.20355873285854803
D003410,D017042,0.21663736410539408
D003410,D017096,0.15349418284770494
D003410,D017237,0.12123909456866841
D003410,D017240,0.13795157472838043
D003410,D017241,0.24977000921330555
D003410,D017243,0.22846885170517153
D003410,D017246,0.220607468
D003410,D017253,0.31865101853023997
D003410,D017285,0.14390928927955873
D003410,D017590,0.11021038570888408
D003410,D017593,0.12987905055711327
D003410,D017624,0.43120310980529714
D003410,D017696,0.11063170872927008
D003410,D017769,0.11085316496912867
D003410,D017827,0.2624947900902045
D003410,D018304,0.11179126868375806
D003410,D018306,0.10831099245529319
D003410,D018317,0.17237460709337432
D003410,D018318,0.10743178940269833
D003410,D018319,0.10311814591837273
D003410,D018458,0.3494133124686471
D003410,D018476,0.23282274310364812
D003410,D018781,0.11351024127121807
D003410,D018792,0.15853155581070405
D003410,D018860,0.10603410941819291
D003410,D018887,0.10770319009405849
D003410,D018908,0.26808301964163095
D003410,D018917,0.11510264991205918
D003410,D018979,0.11303104298293647
D003410,D018980,0.5324575028346249
D003410,D019150,0.11767828971090818
D003410,D019305,0.10909526341629475
D003410,D019462,0.3350769500051437
D003410,D019569,0.22122184139736198
D003410,D019574,0.11105565850552117
D003410,D019578,0.12369722774811079
D003410,D019585,0.11661267379576912
D003410,D019586,0.14639374452655526
D003410,D019636,0.2181058484662283
D003410,D019846,0.106055267
D003410,D019954,0.5209702748027405
D003410,D020019,0.11157219332236139
D003410,D020078,0.2353237298410102
D003410,D020140,0.32323569796696516
D003410,D020143,0.26614274743000227
D003410,D020146,0.10795319549063269
D003410,D020149,0.11472001181708551
D003410,D020158,0.22858210797853581
D003410,D020162,0.22423675497038867
D003410,D020163,0.24782496894435777
D003410,D020167,0.20016133973261527
D003410,D020176,0.239092461
D003410,D020177,0.12743136870407168
D003410,D020178,0.14470206615073636
D003410,D020179,0.13074486389484466
D003410,D020181,0.16324914392106604
D003410,D020182,0.1309528973254513
D003410,D020183,0.1374667902353553
D003410,D020184,0.13380389103658308
D003410,D020186,0.1374990774865584
D003410,D020187,0.13935143874741046
D003410,D020188,0.1334043685454769
D003410,D020189,0.13495578641974118
D003410,D020190,0.10823759325761935
D003410,D020191,0.11165714533610713
D003410,D020192,0.23460497432481509
D003410,D020194,0.2241560389688495
D003410,D020195,0.11336246652398052
D003410,D020196,0.21355243322966522
D003410,D020197,0.11435292688190606
D003410,D020198,0.15453058142670936
D003410,D020199,0.11177398601207525
D003410,D020200,0.1136796746818545
D003410,D020204,0.1076511699132241
D003410,D020205,0.107694949
D003410,D020206,0.10914000899468837
D003410,D020217,0.10997551770641475
D003410,D020220,0.11306147728161957
D003410,D020221,0.1135749931127368
D003410,D020225,0.10412274844004239
D003410,D020227,0.10372986423225279
D003410,D020232,0.10684555471406135
D003410,D020233,0.2807607198618749
D003410,D020234,0.20755469598664464
D003410,D020235,0.29803500875766753
D003410,D020238,0.32738799293840704
D003410,D020241,0.10190112318816905
D003410,D020242,0.1021330141395845
D003410,D020243,0.10402284505064141
D003410,D020244,0.12872157766688222
D003410,D020258,0.17419674617915035
D003410,D020260,0.14438799162996305
D003410,D020262,0.11434730468468712
D003410,D020263,0.11246296270753946
D003410,D020264,0.10711039859784166
D003410,D020265,0.1049723007720202
D003410,D020267,0.11035482515373347
D003410,D020271,0.37589314827362913
D003410,D020275,0.12498146772165712
D003410,D020277,0.11096021972243135
D003410,D020278,0.17525214989321897
D003410,D020279,0.2868221304367089
D003410,D020288,0.10598073904087482
D003410,D020293,0.14006106653196887
D003410,D020294,0.26282752053378255
D003410,D020299,0.1145532909227099
D003410,D020300,0.18406931603372795
D003410,D020301,0.11942022110041081
D003410,D020306,0.14142085358823975
D003410,D020323,0.22713839085867527
D003410,D020325,0.1120597816975732
D003410,D020326,0.10927030632917309
D003410,D020329,0.11796360415150405
D003410,D020331,0.40445867820715903
D003410,D020333,0.10986967142127717
D003410,D020335,0.24215437677728008
D003410,D020336,0.21202303001678077
D003410,D020338,0.11283208496809112
D003410,D020339,0.10508126362830128
D003410,D020343,0.11856815255613913
D003410,D020361,0.14482885833076747
D003410,D020362,0.1071254921850959
D003410,D020363,0.10865531941976783
D003410,D020364,0.10657045796810705
D003410,D020371,0.22757649656321594
D003410,D020385,0.20896117172992823
D003410,D020386,0.11024715401388104
D003410,D020388,0.2862553258689717
D003410,D020389,0.24598951179169554
D003410,D020391,0.2578474232532474
D003410,D020417,0.1717166296045939
D003410,D020421,0.1515330501758151
D003410,D020422,0.1644274612384819
D003410,D020423,0.14468254305923214
D003410,D020424,0.12055347498164967
D003410,D020425,0.11121377715990763
D003410,D020426,0.13985515617335068
D003410,D020427,0.11182257328213545
D003410,D020428,0.1098292851206972
D003410,D020429,0.11402957399141897
D003410,D020430,0.10690674180031885
D003410,D020431,0.12164993817101385
D003410,D020432,0.11801824923048132
D003410,D020433,0.1444688596413198
D003410,D020435,0.11820991688178702
D003410,D020437,0.12008478306096823
D003410,D020447,0.18583749075672845
D003410,D020511,0.1634629669393935
D003410,D020512,0.10799970168463377
D003410,D020513,0.22083993152523015
D003410,D020514,0.24077511410507668
D003410,D020521,0.18042495016580123
D003410,D020528,0.11123017081508342
D003410,D020529,0.12460473531220692
D003410,D020720,0.10712785266482153
D003410,D020721,0.15269570513823305
D003410,D020734,0.17597497444698604
D003410,D020752,0.5258981807151125
D003410,D020754,0.3072106630626287
D003410,D020758,0.12161771590322559
D003410,D020760,0.11362016880831174
D003410,D020762,0.10432609549894376
D003410,D020765,0.17537115474718004
D003410,D020766,0.12466865385236288
D003410,D020767,0.13432281478237454
D003410,D020773,0.1741597172798104
D003410,D020774,0.10733324979799794
D003410,D020779,0.21534794942167962
D003410,D020786,0.24723530424657728
D003410,D020795,0.21794496957769321
D003410,D020802,0.11641576614479039
D003410,D020803,0.1090840598086497
D003410,D020804,0.10433998993789517
D003410,D020814,0.10453064124917488
D003410,D020818,0.10415163832135983
D003410,D020819,0.13117969981907152
D003410,D020820,0.32853771279003163
D003410,D020821,0.14179941848022887
D003410,D020828,0.20647364312086314
D003410,D020833,0.1095110181302081
D003410,D020852,0.10894537081042058
D003410,D020879,0.3302617095208717
D003410,D020886,0.29616341095365273
D003410,D020914,0.11721770786450181
D003410,D020915,0.33511933111250636
D003410,D020919,0.20785594868758142
D003410,D020920,0.22441020012277685
D003410,D020921,0.14745607607990874
D003410,D020922,0.14077397208257345
D003410,D020923,0.15010886002277118
D003410,D020925,0.12488198738068909
D003410,D020936,0.16901979693657035
D003410,D020937,0.10359159144803454
D003410,D020938,0.10484394625256536
D003410,D020941,0.10338889864430045
D003410,D020945,0.1066545576942376
D003410,D020953,0.10709490754187705
D003410,D020955,0.1027192606138764
D003410,D020961,0.11626574764842601
D003410,D020966,0.16657503158658424
D003410,D020967,0.14166065323151625
D003410,D024801,0.18676381857193175
D003410,D025962,0.2431904972094691
D003410,D029241,0.228761559
D003410,D029242,0.24850251421699646
D003410,D029461,0.2100996281557257
D003410,D034062,0.12246203889742588
D003410,D034081,0.1088125235407427
D003410,D034381,0.3044088121633074
D003410,D038223,0.1088497051574124
D003410,D038642,0.11022870051615305
D003410,D038901,0.5686971017439911
D003410,D039141,0.23759858340762374
D003410,D046088,0.21214380481133902
D003410,D046089,0.1999991210427386
D003410,D046608,0.20494180265225617
D003410,D046648,0.10928510124929487
D003410,D047748,0.11063991599115017
D003410,D049288,0.2625526796251053
D003410,D049290,0.18446763694060103
D003410,D049310,0.24188508602412803
D003410,D049912,0.10596236600290895
D003410,D050798,0.10455753304502322
D003410,D051270,0.164594786
D003410,D051271,0.12700685263330266
D003410,D051298,0.10809254040314198
D003410,D051299,0.1094993054443926
D003410,D051302,0.10383830859090937
D003410,D051303,0.12716629842668656
D003410,D051474,0.14211756832541145
D003410,D052120,0.42701709184693026
D003410,D052245,0.412405186
D003410,D052516,0.26184210583946366
D003410,D052517,0.19567086159751254
D003410,D052536,0.1978309778925835
D003410,D052537,0.2027529651190199
D003410,D052556,0.23509269341044656
D003410,D052879,0.11275109412724227
D003410,D052880,0.11449065814658325
D003410,D052919,0.19985264141975603
D003410,D052958,0.1176685981712097
D003410,D053421,0.10931947036211602
D003410,D053578,0.18774624914733953
D003410,D053608,0.33249304563769116
D003410,D053609,0.34598889929942456
D003410,D054000,0.397776263
D003410,D054038,0.11104693349897006
D003410,D054062,0.44659366560099223
D003410,D054078,0.23145569753790202
D003410,D054080,0.21152948287615944
D003410,D054081,0.268903388
D003410,D054082,0.2514156492411837
D003410,D054091,0.22514647931334797
D003410,D054220,0.33163996964886266
D003410,D054319,0.10490713110967387
D003410,D054546,0.25234476186924154
D003410,D054969,0.16186802038237813
D003410,D054970,0.10982718558157276
D003410,D054971,0.19008436852067404
D003410,D054972,0.14658991279932648
D003410,D054975,0.34329677527050995
D003410,D055154,0.234018715
D003410,D055577,0.1973575305722868
D003410,D055622,0.10531247128110535
D003410,D055756,0.11054897018392262
D003410,D055948,0.2386985221810695
D003410,D055953,0.10693946281902356
D003410,D055955,0.17991148805770937
D003410,D055956,0.099592136
D003410,D055958,0.1271319337099961
D003410,D056768,0.2208614915490262
D003410,D056784,0.18474038489353323
D003410,D056806,0.2736545229202203
D003410,D057174,0.12967314839587277
D003410,D057177,0.16276609654069002
D003410,D057178,0.27407605485087244
D003410,D057180,0.117770662
D003410,D057774,0.13580252953503327
