Disease1,Disease2,Sim_score
D000170,D016545,0.11022753559307227
D000170,D016603,0.2604541762179673
D000170,D016643,0.11346622778954776
D000170,D016657,0.10917285107004664
D000170,D016697,0.10848251126213952
D000170,D016750,0.27610248713220076
D000170,D016779,0.11106992538992662
D000170,D016781,0.10792595955990007
D000170,D016862,0.10746803166675327
D000170,D016878,0.3478008708933356
D000170,D016893,0.13404999972976467
D000170,D016919,0.11085633448837798
D000170,D016920,0.15103430735253492
D000170,D016921,0.11733598997112527
D000170,D017029,0.11249580277768507
D000170,D017034,0.11048537291132468
D000170,D017036,0.10816032725302831
D000170,D017042,0.10179256105750438
D000170,D017096,0.14779433234619815
D000170,D017109,0.497562163
D000170,D017204,0.1123835651366479
D000170,D017237,0.29528189735709964
D000170,D017240,0.320661518
D000170,D017241,0.2678537130615852
D000170,D017243,0.24588487511021015
D000170,D017246,0.2780694552251918
D000170,D017253,0.15817057757882927
D000170,D017285,0.328396933
D000170,D017590,0.10956946446911413
D000170,D017593,0.10487158472348113
D000170,D017624,0.099453331
D000170,D017696,0.26692735484406044
D000170,D017769,0.3579748172852204
D000170,D017772,0.3879870507883101
D000170,D017825,0.103727369
D000170,D017827,0.10591888652409973
D000170,D018304,0.11117830682342744
D000170,D018306,0.10743736973962914
D000170,D018317,0.4531764177542187
D000170,D018318,0.339225777
D000170,D018319,0.3126286209481251
D000170,D018437,0.10905982150290842
D000170,D018458,0.1123802503822698
D000170,D018476,0.11209792687890377
D000170,D018781,0.11284465679212427
D000170,D018792,0.15228199414835394
D000170,D018860,0.10540897539489466
D000170,D018886,0.10138655528086374
D000170,D018887,0.10724401890054244
D000170,D018888,0.10665946771214867
D000170,D018908,0.1546822991251649
D000170,D018917,0.11452665958560562
D000170,D018979,0.2801651984413437
D000170,D018980,0.10989862199445477
D000170,D019150,0.1174857168706385
D000170,D019305,0.10844800311429732
D000170,D019462,0.10986512685887799
D000170,D019569,0.11095000712946439
D000170,D019574,0.1436218752478157
D000170,D019575,0.10851782710254083
D000170,D019578,0.11788967425512512
D000170,D019585,0.11645892866451216
D000170,D019586,0.14109409882206675
D000170,D019636,0.21321569494657283
D000170,D019846,0.3306118645448875
D000170,D019954,0.20466307932465236
D000170,D020019,0.11061947318100018
D000170,D020078,0.1151111965771032
D000170,D020140,0.15194045362962091
D000170,D020143,0.1106184269010618
D000170,D020144,0.11080466679087467
D000170,D020145,0.10520598859926422
D000170,D020146,0.10184224343795871
D000170,D020149,0.657441349
D000170,D020150,0.099507315
D000170,D020158,0.1042039476212498
D000170,D020159,0.10442002622381526
D000170,D020162,0.10332722640467373
D000170,D020163,0.10730729553781977
D000170,D020165,0.10164756935707327
D000170,D020167,0.097853544
D000170,D020176,0.10601145583427438
D000170,D020177,0.10250533271599849
D000170,D020178,0.11355351151188886
D000170,D020179,0.10635401634278843
D000170,D020181,0.13598847636663342
D000170,D020182,0.10885985612030431
D000170,D020183,0.10417999428725291
D000170,D020184,0.10537744388961097
D000170,D020186,0.1085303096308086
D000170,D020187,0.11073215317391527
D000170,D020188,0.10499126364534903
D000170,D020189,0.10828529462969831
D000170,D020190,0.10751442616590645
D000170,D020191,0.11081086053254319
D000170,D020192,0.10308819122148694
D000170,D020194,0.101329591
D000170,D020195,0.11294731182970741
D000170,D020196,0.20828229913469043
D000170,D020197,0.11395602706649248
D000170,D020198,0.1415214195930094
D000170,D020199,0.10568263507480533
D000170,D020200,0.1075202448741992
D000170,D020201,0.10712270435225715
D000170,D020202,0.10353835532884592
D000170,D020203,0.098821955
D000170,D020204,0.10725465093203687
D000170,D020205,0.10729695203564546
D000170,D020206,0.10289657582020398
D000170,D020207,0.10228295907572035
D000170,D020208,0.11046819254607945
D000170,D020209,0.1422390091212854
D000170,D020210,0.10527720116808822
D000170,D020211,0.10842058158918558
D000170,D020212,0.12384443337268447
D000170,D020214,0.13590557234354111
D000170,D020215,0.10809731647794449
D000170,D020216,0.10572227338004432
D000170,D020217,0.10903336896241478
D000170,D020220,0.11220277445942776
D000170,D020221,0.11274870919915507
D000170,D020225,0.10342781284159583
D000170,D020226,0.10511823513430078
D000170,D020227,0.10304814886099298
D000170,D020232,0.10665504472637292
D000170,D020233,0.13242904126227642
D000170,D020234,0.10712472804537987
D000170,D020235,0.10393566410017004
D000170,D020236,0.10674409818368007
D000170,D020237,0.10197134098459593
D000170,D020238,0.1087267516599388
D000170,D020240,0.10619110232990767
D000170,D020241,0.1010462316420813
D000170,D020242,0.10127038309670455
D000170,D020243,0.10319260113635172
D000170,D020244,0.12268325255334536
D000170,D020258,0.6330535995055988
D000170,D020260,0.7191856157460564
D000170,D020261,0.6629616855740872
D000170,D020262,0.8508630472508452
D000170,D020263,0.635261142
D000170,D020264,0.59352296
D000170,D020265,0.5764527703252027
D000170,D020267,0.5058146422515438
D000170,D020268,0.5468950693116056
D000170,D020269,0.4815781728692756
D000170,D020270,0.45606124799314296
D000170,D020271,0.18138262204381506
D000170,D020274,0.19418647444179776
D000170,D020275,0.38452233354597715
D000170,D020277,0.35877462661612014
D000170,D020278,0.1688828016589191
D000170,D020279,0.12545274644571217
D000170,D020288,0.10531725770927418
D000170,D020293,0.13403682200288553
D000170,D020294,0.2700178321410482
D000170,D020295,0.1112218066180293
D000170,D020299,0.10606443663460823
D000170,D020300,0.1684340513140799
D000170,D020301,0.11520720609439197
D000170,D020306,0.1354956897534385
D000170,D020314,0.1284731280724893
D000170,D020323,0.11100111419387071
D000170,D020324,0.10684356180079006
D000170,D020325,0.11128485447016681
D000170,D020326,0.10859619985261211
D000170,D020329,0.11776054715713595
D000170,D020330,0.11281543260889663
D000170,D020331,0.1083662592189459
D000170,D020333,0.1096453833472785
D000170,D020335,0.11613431119113442
D000170,D020336,0.10969105224586653
D000170,D020338,0.1124813711822698
D000170,D020339,0.12968514804159617
D000170,D020343,0.1159203610426002
D000170,D020361,0.13932719919300024
