,Drug,Disease
7321,DB00898,D019954
7322,DB01018,D019954
7323,DB00502,D019954
7324,DB04703,D019954
7325,DB00458,D019954
7326,DB00753,D019954
7327,DB01221,D019954
7328,DB08882,D019954
7329,DB03614,D019954
7330,DB00422,D019954
7331,DB01017,D019954
7332,DB00184,D019954
7333,DB00435,D019954
7334,DB00842,D019954
7335,DB09140,D019954
7336,DB00780,D019954
7337,DB01174,D019954
7338,DB00692,D019954
7339,DB01085,D019954
7340,DB00960,D019954
7341,DB01132,D019954
7342,DB00818,D019954
7343,DB00571,D019954
7344,DB01839,D019954
7345,DB00908,D019954
7346,DB00140,D019954
7347,DB00412,D019954
7348,DB00428,D019954
7349,DB00864,D019954
7350,DB00273,D019954
7351,DB00755,D019954
7352,DB00313,D019954
7353,DB01080,D019954
7354,DB00541,D019954
7355,DB00162,D019954
7356,DB11094,D019954
7357,DB01392,D019954
7358,DB00549,D019954
7359,DB00495,D019954
7360,DB00518,D020019
7361,DB01234,D020019
7362,DB00860,D020019
7363,DB00635,D020019
7364,DB00316,D019636
7365,DB00182,D019636
7366,DB00126,D019636
7367,DB09130,D019636
7368,DB01576,D019636
7369,DB01364,D019636
7370,DB00328,D019636
7371,DB01592,D019636
7372,DB00753,D019636
7373,DB00677,D019636
7374,DB06655,D019636
7375,DB01065,D019636
7376,DB01043,D019636
7377,DB00563,D019636
7378,DB00683,D019636
7379,DB00834,D019636
7380,DB01017,D019636
7381,DB00184,D019636
7382,DB00393,D019636
7383,DB00435,D019636
7384,DB01085,D019636
7385,DB00605,D019636
7386,DB00864,D019636
7387,DB00500,D019636
7388,DB00519,D019636
7389,DB00150,D019636
7390,DB00313,D019636
7391,DB00163,D019636
7392,DB01041,D018318
7393,DB01076,D020078
7394,DB00887,D020078
7395,DB06774,D020078
7396,DB00898,D020078
7397,DB00950,D020078
7398,DB00677,D020078
7399,DB00961,D020078
7400,DB01130,D020078
7401,DB00669,D020078
7402,DB04115,D000090862
7403,DB00188,D000090862
7404,DB11672,D000090862
7405,DB00843,D000090862
7406,DB00753,D000090862
7407,DB00428,D000090862
7408,DB00820,D000090862
7409,DB00316,D009459
7410,DB00404,D009459
7411,DB00915,D009459
7412,DB06288,D009459
7413,DB00543,D009459
7414,DB00182,D009459
7415,DB01238,D009459
7416,DB00181,D009459
7417,DB01200,D009459
7418,DB01156,D009459
7419,DB00564,D009459
7420,DB00477,D009459
7421,DB01068,D009459
7422,DB00363,D009459
7423,DB00907,D009459
7424,DB00924,D009459
7425,DB01219,D009459
7426,DB00829,D009459
7427,DB01075,D009459
7428,DB01184,D009459
7429,DB00843,D009459
7430,DB00450,D009459
7431,DB00623,D009459
7432,DB00176,D009459
7433,DB00502,D009459
7434,DB01235,D009459
7435,DB14509,D009459
7436,DB00186,D009459
7437,DB00408,D009459
7438,DB00934,D009459
7439,DB01403,D009459
7440,DB00422,D009459
7441,DB01233,D009459
7442,DB01618,D009459
7443,DB04821,D009459
7444,DB00334,D009459
7445,DB00776,D009459
7446,DB00715,D009459
7447,DB00850,D009459
7448,DB00780,D009459
7449,DB01174,D009459
7450,DB00252,D009459
7451,DB01100,D009459
7452,DB00387,D009459
7453,DB01069,D009459
7454,DB00571,D009459
7455,DB00734,D009459
7456,DB00989,D009459
7457,DB04844,D009459
7458,DB00679,D009459
7459,DB01623,D009459
7460,DB00831,D009459
7461,DB00726,D009459
7462,DB00246,D009459
7463,DB01048,D009461
7464,DB00659,D009461
7465,DB00819,D009461
7466,DB00787,D009461
7467,DB01426,D009461
7468,DB00915,D009461
7469,DB01118,D009461
7470,DB01060,D009461
7471,DB00415,D009461
7472,DB01169,D009461
7473,DB00181,D009461
7474,DB00188,D009461
7475,DB01101,D009461
7476,DB00446,D009461
7477,DB00215,D009461
7478,DB00720,D009461
7479,DB00636,D009461
7480,DB00318,D009461
7481,DB09130,D009461
7482,DB01234,D009461
7483,DB00900,D009461
7484,DB00320,D009461
7485,DB06782,D009461
7486,DB00841,D009461
7487,DB01142,D009461
7488,DB00813,D009461
7489,DB00544,D009461
7490,DB00472,D009461
7491,DB00695,D009461
7492,DB00996,D009461
7493,DB01109,D009461
7494,DB01005,D009461
7495,DB00677,D009461
7496,DB01235,D009461
7497,DB00281,D009461
7498,DB00563,D009461
7499,DB01233,D009461
7500,DB00379,D009461
7501,DB00683,D009461
7502,DB01115,D009461
7503,DB00334,D009461
7504,DB00198,D009461
7505,DB00776,D009461
7506,DB09140,D009461
7507,DB01229,D009461
7508,DB01113,D009461
7509,DB00652,D009461
7510,DB00388,D009461
7511,DB00252,D009461
7512,DB00981,D009461
7513,DB00635,D009461
7514,DB00230,D009461
7515,DB00293,D009461
7516,DB01232,D009461
7517,DB01037,D009461
7518,DB12965,D009461
7519,DB00421,D009461
7520,DB00820,D009461
7521,DB00759,D009461
7522,DB11590,D009461
7523,DB00599,D009461
7524,DB09069,D009461
7525,DB11094,D009461
7526,DB00495,D009461
7527,DB01118,D009468
7528,DB00381,D009468
7529,DB00613,D009468
7530,DB00928,D009468
7531,DB01393,D009468
7532,DB00608,D009468
7533,DB00501,D009468
7534,DB00515,D009468
7535,DB01211,D009468
7536,DB00636,D009468
7537,DB00907,D009468
7538,DB01394,D009468
7539,DB00531,D009468
7540,DB00091,D009468
7541,DB00250,D009468
7542,DB00280,D009468
7543,DB01135,D009468
7544,DB00997,D009468
7545,DB01010,D009468
7546,DB01195,D009468
7547,DB14509,D009468
7548,DB00959,D009468
7549,DB00338,D009468
7550,DB01229,D009468
7551,DB01337,D009468
7552,DB00652,D009468
7553,DB00252,D009468
7554,DB00860,D009468
7555,DB00635,D009468
7556,DB01035,D009468
7557,DB00468,D009468
7558,DB00541,D009468
7559,DB00608,D020511
7560,DB01211,D020511
7561,DB00982,D020511
7562,DB01115,D020511
7563,DB00541,D020511
7564,DB01118,D020879
7565,DB00381,D020879
7566,DB00181,D020879
7567,DB00190,D020879
7568,DB00608,D020879
7569,DB00636,D020879
7570,DB14509,D020879
7571,DB00653,D020879
7572,DB00961,D020879
7573,DB00333,D020879
7574,DB00648,D020879
7575,DB01226,D020879
7576,DB00955,D020879
7577,DB01115,D020879
7578,DB09140,D020879
7579,DB00202,D020879
7580,DB00297,D009471
7581,DB00959,D009471
7582,DB06151,D020258
7583,DB00787,D020258
7584,DB14518,D020258
7585,DB11081,D020258
7586,DB01143,D020258
7587,DB00479,D020258
7588,DB01118,D020258
7589,DB00321,D020258
7590,DB00572,D020258
7591,DB00181,D020258
7592,DB00297,D020258
7593,DB09061,D020258
7594,DB01101,D020258
7595,DB00564,D020258
7596,DB00493,D020258
7597,DB01161,D020258
7598,DB00515,D020258
7599,DB01211,D020258
7600,DB11672,D020258
7601,DB00531,D020258
7602,DB00091,D020258
7603,DB00151,D020258
7604,DB00987,D020258
7605,DB00970,D020258
7606,DB00633,D020258
7607,DB01396,D020258
7608,DB00822,D020258
7609,DB00997,D020258
7610,DB00898,D020258
7611,DB00773,D020258
7612,DB00693,D020258
7613,DB00544,D020258
7614,DB03843,D020258
7615,DB00674,D020258
7616,DB00441,D020258
7617,DB00143,D020258
7618,DB01016,D020258
7619,DB05381,D020258
7620,DB04864,D020258
7621,DB01181,D020258
7622,DB01592,D020258
7623,DB00677,D020258
7624,DB00951,D020258
7625,DB01167,D020258
7626,DB01221,D020258
7627,DB04398,D020258
7628,DB00581,D020258
7629,DB01235,D020258
7630,DB14509,D020258
7631,DB00772,D020258
7632,DB01065,D020258
7633,DB00333,D020258
7634,DB00563,D020258
7635,DB00959,D020258
7636,DB00916,D020258
7637,DB01204,D020258
7638,DB00295,D020258
7639,DB00184,D020258
7640,DB00393,D020258
7641,DB00698,D020258
7642,DB00325,D020258
7643,DB00713,D020258
7644,DB01229,D020258
7645,DB01174,D020258
7646,DB01085,D020258
7647,DB01132,D020258
7648,DB00733,D020258
7649,DB00230,D020258
7650,DB00396,D020258
7651,DB00818,D020258
7652,DB00571,D020258
7653,DB00734,D020258
7654,DB00296,D020258
7655,DB00412,D020258
7656,DB01236,D020258
7657,DB12965,D020258
7658,DB00649,D020258
7659,DB00795,D020258
7660,DB00864,D020258
7661,DB00624,D020258
7662,DB11590,D020258
7663,DB00679,D020258
7664,DB01607,D020258
7665,DB00193,D020258
7666,DB00755,D020258
7667,DB00197,D020258
7668,DB00313,D020258
7669,DB00661,D020258
7670,DB00570,D020258
7671,DB00541,D020258
7672,DB00309,D020258
7673,DB00361,D020258
7674,DB00162,D020258
7675,DB00163,D020258
7676,DB00943,D020258
7677,DB04540,D052556
7678,DB00636,D052556
7679,DB00575,D020184
7680,DB00843,D020184
7681,DB01129,D020184
7682,DB00734,D020184
7683,DB00679,D020184
7684,DB01235,D020189
7685,DB00334,D020189
7686,DB01186,D020189
7687,DB00313,D020417
7688,DB00802,D009759
7689,DB00637,D009759
7690,DB00181,D009759
7691,DB00810,D009759
7692,DB00564,D009759
7693,DB00482,D009759
7694,DB01068,D009759
7695,DB00924,D009759
7696,DB00987,D009759
7697,DB01234,D009759
7698,DB00390,D009759
7699,DB11273,D009759
7700,DB13345,D009759
7701,DB00189,D009759
7702,DB00472,D009759
7703,DB00996,D009759
7704,DB01221,D009759
7705,DB00281,D009759
7706,DB14509,D009759
7707,DB00358,D009759
7708,DB01065,D009759
7709,DB01043,D009759
7710,DB00454,D009759
7711,DB00331,D009759
7712,DB00563,D009759
7713,DB00916,D009759
7714,DB01017,D009759
7715,DB00295,D009759
7716,DB01183,D009759
7717,DB00984,D009759
7718,DB00184,D009759
7719,DB01595,D009759
7720,DB06412,D009759
7721,DB00312,D009759
7722,DB01174,D009759
7723,DB00252,D009759
7724,DB00981,D009759
7725,DB00794,D009759
7726,DB00721,D009759
7727,DB00818,D009759
7728,DB00708,D009759
7729,DB00864,D009759
7730,DB00679,D009759
7731,DB00313,D009759
7732,DB06288,D015835
7733,DB00321,D015835
7734,DB00564,D015835
7735,DB00341,D015835
7736,DB00477,D015835
7737,DB00501,D015835
7738,DB00515,D015835
7739,DB00363,D015835
7740,DB00907,D015835
7741,DB00829,D015835
7742,DB00985,D015835
7743,DB01075,D015835
7744,DB01184,D015835
7745,DB01142,D015835
7746,DB01010,D015835
7747,DB00322,D015835
7748,DB00544,D015835
7749,DB00472,D015835
7750,DB00502,D015835
7751,DB00458,D015835
7752,DB01221,D015835
7753,DB01235,D015835
7754,DB00563,D015835
7755,DB00422,D015835
7756,DB01233,D015835
7757,DB06148,D015835
7758,DB00904,D015835
7759,DB00776,D015835
7760,DB00022,D015835
7761,DB00652,D015835
7762,DB00312,D015835
7763,DB00850,D015835
7764,DB01174,D015835
7765,DB00252,D015835
7766,DB00433,D015835
7767,DB00571,D015835
7768,DB00811,D015835
7769,DB00864,D015835
7770,DB01041,D015835
7771,DB00599,D015835
7772,DB00376,D015835
7773,DB00313,D015835
7774,DB00544,D015840
7775,DB00022,D015840
7776,DB00811,D015840
7777,DB00541,D015840
7778,DB00479,D000857
7779,DB01118,D000857
7780,DB01060,D000857
7781,DB00443,D000857
7782,DB00215,D000857
7783,DB01211,D000857
7784,DB00907,D000857
7785,DB00987,D000857
7786,DB00390,D000857
7787,DB00343,D000857
7788,DB01077,D000857
7789,DB01109,D000857
7790,DB00982,D000857
7791,DB01172,D000857
7792,DB01221,D000857
7793,DB00281,D000857
7794,DB00227,D000857
7795,DB14123,D000857
7796,DB00763,D000857
7797,DB00211,D000857
7798,DB01017,D000857
7799,DB01115,D000857
7800,DB00338,D000857
7801,DB00339,D000857
7802,DB00778,D000857
7803,DB01236,D000857
7804,DB01082,D000857
7805,DB00277,D000857
7806,DB00541,D000857
7807,DB01593,D000857
7808,DB01118,D009886
7809,DB00321,D009886
7810,DB00626,D009886
7811,DB00564,D009886
7812,DB00907,D009886
7813,DB00829,D009886
7814,DB00343,D009886
7815,DB01142,D009886
7816,DB00982,D009886
7817,DB00281,D009886
7818,DB00959,D009886
7819,DB01337,D009886
7820,DB00252,D009886
7821,DB00981,D009886
7822,DB00721,D009886
7823,DB00165,D009886
7824,DB00864,D009886
7825,DB00541,D009886
7826,DB00163,D009886
7827,DB00143,D017246
7828,DB00860,D017246
7829,DB00656,D053578
7830,DB01118,D009896
7831,DB00446,D009896
7832,DB00477,D009896
7833,DB01394,D009896
7834,DB00987,D009896
7835,DB00250,D009896
7836,DB00647,D009896
7837,DB00900,D009896
7838,DB00711,D009896
7839,DB00696,D009896
7840,DB00330,D009896
7841,DB00756,D009896
7842,DB00563,D009896
7843,DB00468,D009896
7844,DB00620,D009896
7845,DB01080,D009896
7846,DB00541,D009896
7847,DB00682,D009896
7848,DB00330,D029241
7849,DB00330,D029242
7850,DB01118,D009901
7851,DB00262,D009901
7852,DB00446,D009901
7853,DB00672,D009901
7854,DB00501,D009901
7855,DB00537,D009901
7856,DB00515,D009901
7857,DB00907,D009901
7858,DB01394,D009901
7859,DB09130,D009901
7860,DB00987,D009901
7861,DB00746,D009901
7862,DB00711,D009901
7863,DB00390,D009901
7864,DB00822,D009901
7865,DB00330,D009901
7866,DB00898,D009901
7867,DB00544,D009901
7868,DB00158,D009901
7869,DB05260,D009901
7870,DB00951,D009901
7871,DB14509,D009901
7872,DB00563,D009901
7873,DB09241,D009901
7874,DB00916,D009901
7875,DB00368,D009901
7876,DB01229,D009901
7877,DB00468,D009901
7878,DB00811,D009901
7879,DB00864,D009901
7880,DB00675,D009901
7881,DB00541,D009901
7882,DB00682,D009901
7883,DB01168,D020339
7884,DB00541,D020339
7885,DB00518,D009902
7886,DB01118,D009902
7887,DB00262,D009902
7888,DB00446,D009902
7889,DB00515,D009902
7890,DB00987,D009902
7891,DB00900,D009902
7892,DB00822,D009902
7893,DB00330,D009902
7894,DB00189,D009902
7895,DB00200,D009902
7896,DB00951,D009902
7897,DB00959,D009902
7898,DB00350,D009902
7899,DB00860,D009902
7900,DB00635,D009902
7901,DB01168,D009902
7902,DB00675,D009902
7903,DB01080,D009902
7904,DB01118,D018917
7905,DB00250,D018917
7906,DB00668,D018917
7907,DB00696,D018917
7908,DB00492,D018917
7909,DB01275,D018917
7910,DB01115,D018917
7911,DB00338,D018917
7912,DB00935,D018917
7913,DB00008,D018917
7914,DB00022,D018917
7915,DB00191,D018917
7916,DB00811,D018917
7917,DB00669,D018917
7918,DB00373,D018917
7919,DB00252,D020163
7920,DB00540,D054971
7921,DB00780,D054971
7922,DB00819,D010211
7923,DB01118,D010211
7924,DB00262,D010211
7925,DB00608,D010211
7926,DB01190,D010211
7927,DB00907,D010211
7928,DB00987,D010211
7929,DB01406,D010211
7930,DB01234,D010211
7931,DB00647,D010211
7932,DB00696,D010211
7933,DB00773,D010211
7934,DB01109,D010211
7935,DB01177,D010211
7936,DB00982,D010211
7937,DB01026,D010211
7938,DB14509,D010211
7939,DB00603,D010211
7940,DB00563,D010211
7941,DB01017,D010211
7942,DB08804,D010211
7943,DB00727,D010211
7944,DB00338,D010211
7945,DB00022,D010211
7946,DB00252,D010211
7947,DB00860,D010211
7948,DB00811,D010211
7949,DB01015,D010211
7950,DB00675,D010211
7951,DB00759,D010211
7952,DB00755,D010211
7953,DB00792,D010211
7954,DB00162,D010211
7955,DB00682,D010211
7956,DB00819,D010243
7957,DB03128,D010243
7958,DB11640,D010243
7959,DB00479,D010243
7960,DB00321,D010243
7961,DB01351,D010243
7962,DB00572,D010243
7963,DB00297,D010243
7964,DB01164,D010243
7965,DB01161,D010243
7966,DB00477,D010243
7967,DB00565,D010243
7968,DB00515,D010243
7969,DB01190,D010243
7970,DB00363,D010243
7971,DB01394,D010243
7972,DB09130,D010243
7973,DB09131,D010243
7974,DB01176,D010243
7975,DB00091,D010243
7976,DB00987,D010243
7977,DB00970,D010243
7978,DB00694,D010243
7979,DB01245,D010243
7980,DB00711,D010243
7981,DB00843,D010243
7982,DB00997,D010243
7983,DB01010,D010243
7984,DB00584,D010243
7985,DB01225,D010243
7986,DB00668,D010243
7987,DB00898,D010243
7988,DB00773,D010243
7989,DB00813,D010243
7990,DB00695,D010243
7991,DB00996,D010243
7992,DB00674,D010243
7993,DB00483,D010243
7994,DB00874,D010243
7995,DB00756,D010243
7996,DB00999,D010243
7997,DB00741,D010243
7998,DB00677,D010243
7999,DB01026,D010243
8000,DB00848,D010243
8001,DB00281,D010243
8002,DB14509,D010243
8003,DB00653,D010243
8004,DB00657,D010243
8005,DB00961,D010243
8006,DB00371,D010243
8007,DB00333,D010243
8008,DB00563,D010243
8009,DB00959,D010243
8010,DB01226,D010243
8011,DB00295,D010243
8012,DB11431,D010243
8013,DB00994,D010243
8014,DB01400,D010243
8015,DB00184,D010243
8016,DB01115,D010243
8017,DB00368,D010243
8018,DB01092,D010243
8019,DB09140,D010243
8020,DB01337,D010243
8021,DB00008,D010243
8022,DB01174,D010243
8023,DB00252,D010243
8024,DB00592,D010243
8025,DB14500,D010243
8026,DB00733,D010243
8027,DB00860,D010243
8028,DB00635,D010243
8029,DB00750,D010243
8030,DB00818,D010243
8031,DB00908,D010243
8032,DB00468,D010243
8033,DB00863,D010243
8034,DB00206,D010243
8035,DB00811,D010243
8036,DB00728,D010243
8037,DB01698,D010243
8038,DB00421,D010243
8039,DB00202,D010243
8040,DB01199,D010243
8041,DB03904,D010243
8042,DB00661,D010243
8043,DB00570,D010243
8044,DB00541,D010243
8045,DB00309,D010243
8046,DB00682,D010243
8047,DB00134,D020335
8048,DB00563,D020335
8049,DB01204,D020335
8050,DB00295,D020335
8051,DB00871,D020335
8052,DB00987,D020336
8053,DB00333,D020336
8054,DB00295,D020336
8055,DB09220,D020336
8056,DB00635,D015493
8057,DB00495,D015493
8058,DB00443,D010264
8059,DB00297,D010264
8060,DB00611,D010264
8061,DB00987,D010264
8062,DB01219,D010264
8063,DB00997,D010264
8064,DB01109,D010264
8065,DB00741,D010264
8066,DB01235,D010264
8067,DB00454,D010264
8068,DB00563,D010264
8069,DB00959,D010264
8070,DB01204,D010264
8071,DB01280,D010264
8072,DB00860,D010264
8073,DB00541,D010264
8074,DB01592,D020447
8075,DB01235,D020447
8076,DB00962,D020447
8077,DB00425,D020447
8078,DB01001,D010291
8079,DB00182,D010291
8080,DB00181,D010291
8081,DB00297,D010291
8082,DB00446,D010291
8083,DB00608,D010291
8084,DB00880,D010291
8085,DB00477,D010291
8086,DB00537,D010291
8087,DB01211,D010291
8088,DB00349,D010291
8089,DB00363,D010291
8090,DB00907,D010291
8091,DB00091,D010291
8092,DB00987,D010291
8093,DB00829,D010291
8094,DB00822,D010291
8095,DB00997,D010291
8096,DB00813,D010291
8097,DB01109,D010291
8098,DB00741,D010291
8099,DB00883,D010291
8100,DB00598,D010291
8101,DB00281,D010291
8102,DB00653,D010291
8103,DB00657,D010291
8104,DB00961,D010291
8105,DB01033,D010291
8106,DB00563,D010291
8107,DB00916,D010291
8108,DB00295,D010291
8109,DB01183,D010291
8110,DB00184,D010291
8111,DB01337,D010291
8112,DB01113,D010291
8113,DB00252,D010291
8114,DB00750,D010291
8115,DB01069,D010291
8116,DB00908,D010291
8117,DB00641,D010291
8118,DB00489,D010291
8119,DB00202,D010291
8120,DB00795,D010291
8121,DB00864,D010291
8122,DB09085,D010291
8123,DB01041,D010291
8124,DB00273,D010291
8125,DB00302,D010291
8126,DB00755,D010291
8127,DB00313,D010291
8128,DB00570,D010291
8129,DB00541,D010291
8130,DB00943,D010291
8131,DB00819,D010292
8132,DB00918,D010292
8133,DB00915,D010292
8134,DB01143,D010292
8135,DB01118,D010292
8136,DB00321,D010292
8137,DB00993,D010292
8138,DB00290,D010292
8139,DB00188,D010292
8140,DB00297,D010292
8141,DB01156,D010292
8142,DB00490,D010292
8143,DB01101,D010292
8144,DB06774,D010292
8145,DB00564,D010292
8146,DB00262,D010292
8147,DB00537,D010292
8148,DB00515,D010292
8149,DB00215,D010292
8150,DB00575,D010292
8151,DB00907,D010292
8152,DB00531,D010292
8153,DB00091,D010292
8154,DB00987,D010292
8155,DB00694,D010292
8156,DB01234,D010292
8157,DB01093,D010292
8158,DB00975,D010292
8159,DB00280,D010292
8160,DB00822,D010292
8161,DB00841,D010292
8162,DB01248,D010292
8163,DB00997,D010292
8164,DB00584,D010292
8165,DB00668,D010292
8166,DB00445,D010292
8167,DB00696,D010292
8168,DB00330,D010292
8169,DB00773,D010292
8170,DB01195,D010292
8171,DB00544,D010292
8172,DB00472,D010292
8173,DB00529,D010292
8174,DB01320,D010292
8175,DB00695,D010292
8176,DB00996,D010292
8177,DB00441,D010292
8178,DB00400,D010292
8179,DB01181,D010292
8180,DB00762,D010292
8181,DB00951,D010292
8182,DB01167,D010292
8183,DB01221,D010292
8184,DB00598,D010292
8185,DB00709,D010292
8186,DB00448,D010292
8187,DB00367,D010292
8188,DB00281,D010292
8189,DB00227,D010292
8190,DB00653,D010292
8191,DB00358,D010292
8192,DB00961,D010292
8193,DB00703,D010292
8194,DB00563,D010292
8195,DB00959,D010292
8196,DB00264,D010292
8197,DB00916,D010292
8198,DB00211,D010292
8199,DB00370,D010292
8200,DB01183,D010292
8201,DB00788,D010292
8202,DB00627,D010292
8203,DB01115,D010292
8204,DB01595,D010292
8205,DB00698,D010292
8206,DB00338,D010292
8207,DB01229,D010292
8208,DB00715,D010292
8209,DB00487,D010292
8210,DB00652,D010292
8211,DB00780,D010292
8212,DB00830,D010292
8213,DB00252,D010292
8214,DB00175,D010292
8215,DB00635,D010292
8216,DB00750,D010292
8217,DB00571,D010292
8218,DB00165,D010292
8219,DB01045,D010292
8220,DB00740,D010292
8221,DB00734,D010292
8222,DB00296,D010292
8223,DB01104,D010292
8224,DB00641,D010292
8225,DB00795,D010292
8226,DB00263,D010292
8227,DB00605,D010292
8228,DB00669,D010292
8229,DB00231,D010292
8230,DB01041,D010292
8231,DB01056,D010292
8232,DB00755,D010292
8233,DB00897,D010292
8234,DB00313,D010292
8235,DB00570,D010292
8236,DB00541,D010292
8237,DB00309,D010292
8238,DB00361,D010292
8239,DB00163,D010292
8240,DB00682,D010292
8241,DB00943,D010292
8242,DB00495,D010292
8243,DB00909,D010292
8244,DB00915,D010300
8245,DB00182,D010300
8246,DB00714,D010300
8247,DB00673,D010300
8248,DB00637,D010300
8249,DB12783,D010300
8250,DB00810,D010300
8251,DB01200,D010300
8252,DB00248,D010300
8253,DB00201,D010300
8254,DB00190,D010300
8255,DB00568,D010300
8256,DB01068,D010300
8257,DB00363,D010300
8258,DB09130,D010300
8259,DB01151,D010300
8260,DB12161,D010300
8261,DB00829,D010300
8262,DB01184,D010300
8263,DB00988,D010300
8264,DB00494,D010300
8265,DB00783,D010300
8266,DB09086,D010300
8267,DB00687,D010300
8268,DB00996,D010300
8269,DB03310,D010300
8270,DB01592,D010300
8271,DB11757,D010300
8272,DB01026,D010300
8273,DB01235,D010300
8274,DB00589,D010300
8275,DB14509,D010300
8276,DB01065,D010300
8277,DB00968,D010300
8278,DB01233,D010300
8279,DB01017,D010300
8280,DB00370,D010300
8281,DB00788,D010300
8282,DB00435,D010300
8283,DB01173,D010300
8284,DB01229,D010300
8285,DB00806,D010300
8286,DB01186,D010300
8287,DB04930,D010300
8288,DB01132,D010300
8289,DB00413,D010300
8290,DB01032,D010300
8291,DB00387,D010300
8292,DB00392,D010300
8293,DB00571,D010300
8294,DB00165,D010300
8295,DB01367,D010300
8296,DB00206,D010300
8297,DB00989,D010300
